무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엄사2리경로당,36.2833016,127.2462684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두계2리경로당,36.2717663,127.2665096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
왕대1리경로당,36.2597919,127.2789188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두계1.3리경로당,36.2676031,127.2752466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오천생활공원,34.934657,127.493779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동성공원,34.949058,127.517626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신대 22공원,34.928112,127.550747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엄사3리경로당,36.283188,127.2376523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유동2리경로당,36.276061,127.2292972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광석1리경로당,36.266674,127.2255751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광석2리경로당,36.2614041,127.2292232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도곡1리경로당,36.2679144,127.2136086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도곡2리경로당,36.2607431,127.212414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
향한1리경로당,36.282402,127.2225009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
향한2리경로당,36.2808838,127.221836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금암1통경로당,36.2723278,127.2590829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유동1리경로당,36.2715563,127.236055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
래미안 아름숲(혼합) 무더위파라솔,37.5788222,127.0603726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제기한신 무더위파라솔,37.5906164,127.0396405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금암2통경로당,36.278574,127.2508251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
래미안미드카운티(혼합) 무더위파라솔,37.5740668,127.0553195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이문현대 무더위파라솔,37.6023334,127.0706922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이문쌍용 무더위파라솔,37.6017958,127.0678942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
답십리래미안위브(혼합) 무더위파라솔,37.570947,127.0529266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주안3동분회 경로당,37.4476634,126.6712442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화수부두 경로당,37.4881044,126.6292403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송림2동 경로당,37.478686,126.6434936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구암경로당,35.501572,126.7179067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매향 경로당,36.9365992,127.2313979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구송산 경로당,36.9353805,127.2324654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
병산3리 마을회관,37.4876313,127.4659681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대석2리 마을회관,37.4257,127.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대석1리 마을회관,37.4314,127.4781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교평1리 마을회관,37.4762126,127.4850046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송학3리 마을회관,37.46993,127.4642142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송학2리 마을회관,37.4788429,127.4604206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교평2리 마을회관,37.4669806,127.4888402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세월1리 마을회관,37.4375,127.4938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화양2리 마을회관,37.4562,127.4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화양1리 마을회관,37.4670679,127.4816656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신화2리 마을회관,37.4671,127.4745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신화1리 마을회관,37.4693227,127.4762134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교평3리 마을회관,37.484758,127.481736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
병산2리 마을회관,37.485149,127.4593268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송학1리 마을회관,37.4784814,127.4751278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
병산4리 마을회관,37.4896163,127.4664699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
왜관1리 경로당,35.995758,128.400004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어로2리 경로당,36.051059,128.329772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보손1리 경로당,36.046095,128.312205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신한은행 송도금융센터지점,37.378614,126.6456676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신한은행 경제자유구역청지점,37.3960286,126.6336715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하나은행 송도 GCF지점,37.3964684,126.633998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥수나들목 샘물창고,37.5399,127.0172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
응봉체육공원 샘물창고,37.5506,127.0356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무지개텃밭 샘물창고,37.5536,127.0407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사평경로당,33.490242,126.512742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문의경로당,34.9297975,127.876296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성산경로당,34.898546,127.879276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오곡경로당,34.897475,127.8742822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선원제2경로당,34.8969264,127.8728309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동성경로당,33.4988875,126.510655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
살곶이체육공원 샘물창고,37.554,127.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사근·용답 입구 샘물창고,37.56257,127.050316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금호나들목 샘물창고,37.5437,127.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성수 한신아파트 나들목 샘물창고,37.535123,127.053112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송정 제방길 샘물창고,37.5532,127.0676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
율3리 경로당,36.050471,128.343654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어로1리 마을회관,36.045574,128.331747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신랑2동 경로당,36.5075299,126.6327933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽림 경로당,36.5230277,126.6524459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시곡 경로당,36.5033381,126.6482866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소암 경로당,36.511485,126.6414326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미사 도서관,37.5675402,127.1873389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
좌부경로당,36.7583747,127.0252688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지둔4리경로당,37.7266925,127.298355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와동2리 경로당,37.7256581,127.9445583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
결운2리 경로당,37.7218,127.9241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태학리 경로당,37.7053635,127.9068905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연봉2리 경로당,37.6860488,127.8745401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
물걸2리 경로당,37.7803375,128.129128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
물걸1리 경로당,37.801917,128.0596913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화상대2리(어은동) 경로당,37.7841993,128.1483949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어론1리 경로당,37.725612,128.166087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍암1리 경로당,37.7129247,128.1866921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
애교동경로당,36.2238288,127.9299418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
위례도서관,37.4822395,127.1482693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕풍도서관,37.5335715,127.2004648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
달빛경로당,36.9395804,127.9009405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매산경로당,34.960323,127.484046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
건지 경로당,37.0198259,127.9780838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕진일거리마련센터,35.8451987,127.1229253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일심 경로당,36.50035,126.6287577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
포란 경로당,35.0157,127.0833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천운경로당,35.0337657,127.0577793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성덕경로당,35.0268935,127.0497401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
찰동경로당,35.0285574,127.0340798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
별2리 경로당,36.7355419,126.7605555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
절물마을회관,33.4902622,126.433273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연대마을회관,33.4943351,126.42693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정림경로당,35.0806544,129.0174079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사랑쉼표,35.0803976,129.020243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산돌중앙교회,37.457635,126.898092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금천구청(1층 로비 피아노홀),37.457039,126.895422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새재미경로당,37.4588453,126.9042611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금천노인종합복지관,37.450152,126.8977809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신안마을회관,35.5261291,128.7664794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구곡마을회관,35.54538,128.7660286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유산마을회관,35.5495013,128.7739583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평능마을회관,35.5421865,128.7757708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가곡마을회관,35.530609,128.7827942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼수마을경로당(상),35.471846,129.078292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
절영종합사회복지관,35.072263,129.062494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와치종합사회복지관,35.076003,129.065509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
절영@경로당,35.076642,129.067142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한진로즈힐경로당,35.073315,129.071717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동삼2동행정복지센터,35.0684451,129.082894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하리경로당,35.068038,129.081432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시흥1동주민센터,37.4535702,126.903237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
힐스테이트경로당,37.4476234,126.9005739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대명경로당,37.452179,126.905571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시흥베르빌아파트경로당,37.4571775,126.8975235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우로1리 경로당,36.651719,128.206079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우로2리 경로당,36.768725,128.314107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
별암리 경로당,36.644637,128.184321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호계리 경로당,36.655594,128.188405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
