무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주항경로당,35.535916,126.686827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오태경로당,35.521908,126.690837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배풍경로당,35.5503359,126.6972723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사포경로당,35.5468214,126.6780215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이전리 경로당,36.3581847,129.1595288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상의리 경로당,36.3873787,129.1329518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
감연1리 경로당,36.3540957,129.0478646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수침경로당,35.4986244,126.6869455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제하경로당,35.518,126.718009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여곡경로당,35.510858,126.724527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송일경로당,35.510425,126.717612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
빈월산경로당,35.504487,126.72885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥동경로당,35.522211,126.702155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
저석1리 노인회관,36.3161451,126.9646224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
탕정동산4리한라아파트경로당,36.8219237,127.0844216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천보1리 경로당,36.246946,126.7633796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대한노인회 초촌면분회,36.2640735,127.0245487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옹골경로당,35.514327,126.689031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
야동경로당,35.506514,126.700853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송이경로당,35.509838,126.715857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽이서삼경로당,35.516927,126.698668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송내경로당,35.555456,126.704334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽현1리경로당,35.521942,126.701001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시기여자경로당,35.539519,126.741618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하연경로당,35.556826,126.682681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동사1리 마을회관,36.177096,126.930123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지토1리 마을회관,36.2134992,126.9063301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장하1리 마을회관,36.2390679,126.9474117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정암2리 마을회관,36.242244,126.913927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석동1리 마을회관,36.2456698,126.8911162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발산2리 경로당,36.1726,126.8703812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두곡3리 경로당,36.1478321,126.9254391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
탑산4리 마을회관,36.1503562,126.8685889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석성2리 노인회관,36.2330115,126.9839605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
응평2리 마을회관,36.263739,127.0138434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소사1리 마을회관,36.2651204,127.0508207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진호1리 마을회관,36.2785493,127.0510797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진호3리 마을회관,36.269143,127.047941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
귀덕1리 마을회관,36.168267,126.9725025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
귀덕2리 마을회관,36.160332,126.982797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구산1리 경로당,36.2781477,128.8937456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신성1리 경로당,36.3166253,128.9858829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신성2리 경로당,36.3278894,128.9812203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
섭재 경로당,36.3101945,128.981576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노래1리 경로당,36.3496557,129.0193504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
감은2리 경로당,36.2936984,128.9369821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문거1리 경로당,36.2783192,129.0023619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문거3리 경로당,36.3019968,128.9722429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노래2리 경로당,36.3762503,129.0230537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원지소 경로당,36.3535816,128.9925132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고와리 경로당,36.3603931,128.9765761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복1리경로당(송운),36.2739018,128.9509992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥립아파트경로당,37.512593,126.773068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복2리 경로당(원복동),36.281853,128.9621748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕성리 경로당,36.2566563,128.9567782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사부길 경로당,36.2656058,128.9522617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
퇴계원5리,37.646739,127.139207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
묵현22리(트레지움),37.668928,127.304253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월산2리,37.654704,127.3356119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송강1리 경로당,36.4871359,129.0255029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송강2리 경로당,36.5013297,129.0295772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성재리 경로당,36.2527257,128.9582983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
직동 경로당,36.2522625,128.9633376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
근곡리 경로당,36.3357016,128.9980637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내관리 경로당,36.4605891,129.0456415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
