row__restname,row__la,row__lo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지경경로당,36.560763,129.115485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원리3리마을회관,36.551242,129.139262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥계마을회관,36.567991,129.128044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오기1리경로당,36.753763,129.206431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오기2리경로당,36.738734,129.204172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수하3리경로당,36.849721,129.272291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신암경로당,36.856046,129.185673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽파경로당,36.71379,129.255904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송죽경로당,36.700965,129.19222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원리1리마을회관,36.558475,129.124563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
거동경로당,34.723987,126.89446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유량경로당,34.724776,126.901783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상원2리경로당,36.674024,129.132818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상원3리경로당,36.687276,129.138755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무창1리경로당,36.632592,129.199514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석곡4리(평리) 경로당,36.738722,127.22839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용원1리(봉명) 경로당,36.746798,127.212038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용원3리 경로당,36.750347,127.209112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신사2리 경로당,36.748967,127.240807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행복한마을금호경로당,37.503032,126.749252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행복한마을한양경로당,37.501739,126.7489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하얀마을주공경로당,37.499345,126.755081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백송마을동남경로당,37.498485,126.750322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
푸른마을한라경로당,37.502416,126.755822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백송마을상록경로당,37.500264,126.748679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서부4리경로당,36.665646,129.113066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황용리경로당,36.692655,129.103331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현1리경로당,36.653678,129.118555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하계5단지경로당,37.633436,127.0655859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼사경로당,37.6351523,127.0640516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현우경로당,37.6369875,127.0663691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하계6단지경로당,37.6339628,127.0676136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공릉두산아파트경로당,37.6211151,127.0797157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼익아파트경로당,37.6267915,127.0816362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공릉행복경로당,37.6278387,127.0755824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
등계경로당,35.561018,126.794801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대동경로당,35.553358,126.795809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마동경로당,35.570086,126.794864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구룡경로당,35.577738,126.758408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산곡경로당,35.578959,126.756182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
춘수경로당,35.561615,126.781511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신천경로당,35.569109,126.780118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원두경로당,35.5669659,126.7706475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기린경로당,35.571142,126.764753,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한정경로당,35.575311,126.765241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광조경로당,35.542179,126.7937118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신광경로당,35.540999,126.791991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하예마을쉼터,33.2381827,126.3785112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금동경로당,35.574097,126.748833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소고경로당,35.580648,126.780418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성고경로당,35.583244,126.775998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주정경로당,35.588995,126.768054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
재경경로당,35.579751,126.765725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연천경로당,35.586446,126.756828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
반월경로당,35.564982,126.809093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와룡경로당,35.561733,126.807729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에너지제로주택경로당,37.6382449,127.0731765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하계1동주민센터,37.6405685,127.0725918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하계종합사회복지관,37.6417792,127.0753545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시립노원노인종합복지관,37.6429688,127.0740412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하계2동주민센터,37.6319895,127.0679435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도무골경로당,36.670257,129.11417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서부1리경로당,36.663683,129.117041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서부2리경로당,36.661906,129.11189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영의33경로당(남),36.665354,129.116673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
북새경로당,36.665846,129.110364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서부3리경로당,36.66595,129.110371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하계우방아파트경로당,37.6374123,127.0773393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈월경로당,37.6741593,127.0585343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중계9단지아파트경로당,37.6426457,127.0737398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하계1차청구아파트경로당,37.6390945,127.0714331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동부1리경로당,36.667459,129.115265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중계7단지경로당,37.6469783,127.0795012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신안동진아파트경로당,37.649497,127.0782995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중계불암경로당,37.6517183,127.0797694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광산경로당,35.545349,126.787194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기정경로당,35.5423,126.777944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용산경로당,35.539489,126.770102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
외동경로당,35.543672,126.764039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모촌경로당,35.528725,126.780587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
애당경로당,35.528957,126.771454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두암경로당,35.525203,126.773639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보화경로당,35.5518424,126.7734021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소성향로제,35.5561107,126.777876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대성경로당,35.5513623,126.7844796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대무경로당,35.1743,126.3671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
검산경로당,35.3711,126.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부용경로당,35.3625,126.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
길훈아파트 경로당,37.614249,126.686743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새락골어린이공원,37.5989763,126.9111819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주공6단지경로당,37.6488981,127.0782191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천보경로당,37.6502573,127.0822129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가좌4동 분회경로당,37.4873639,126.6840038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금곡동남아파트경로당,37.6048106,126.6502184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학여울청구117동경로당,37.6323655,127.0646417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
은행경로당,37.6482716,127.0835754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중계마을경로당,37.6426733,127.0874217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관청경로당,35.6095052,126.7445296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교동경로당,35.6205741,126.7700988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구중경로당,35.6016429,126.7660874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주동경로당,35.5764998,126.8136352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고부우체국,35.6206138,126.7727476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황토현 농협(고부본점),35.6177317,126.7740615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와석경로당,35.554832,126.7651838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원천경로당,35.5323135,126.7919093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
작천경로당,35.538129,126.784392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학여울청구아파트경로당,37.6325736,127.0645344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학여울청구B단지아파트경로당,37.6328668,127.0643896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주공8단지경로당,37.6461458,127.0751989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중계주공10단지경로당,37.6480104,127.0731658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평화종합사회복지관,37.6465478,127.0695071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중계1동주민센터,37.6525911,127.077519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중계5단지경로당,37.6527376,127.0753598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행암리 경로당,36.805012,127.354303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕성1리 경로당,36.8152682,127.3628843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕성2리 경로당,36.803686,127.373315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오신경로당,35.2491,126.3809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신동경로당,35.2469,126.3791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동산경로당,35.2432,126.3717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉서경로당,35.2331,126.3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상논경로당,35.2334,126.4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남계경로당,35.2202,126.4059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
반곡동 주민센터,36.4970274,127.3038648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중계본동주민센터,37.6477704,127.080346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중계종합사회복지관,37.6566279,127.0758641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신두암경로당,35.3737,126.4643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화천1리경로당,35.3658,126.4544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호장동경로당,35.3658,126.4544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
작은언목경로당,35.353,126.4549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복용경로당,35.3515,126.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성재동경로당,35.3569,126.4622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
언목경로당,35.3532,126.4533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신흥동장전경로당,35.3375,126.4634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가좌1동경로당,37.496306,126.673721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
할머니경로당,37.494185,126.671825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가좌2동경로당,37.4886302,126.681262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양일경로당,35.2179,126.3559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내남경로당,35.2284,126.3546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
회링이경로당,36.1739947,127.8010039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아름일신경로당,37.6087339,127.134378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고척2리 마을회관,37.2910294,127.3735288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도봉3리 아파트 내 정자,37.3088665,127.4573475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수하3리 아파트 내 정자,37.3149848,127.4240122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남정2리 마을회관,37.3084064,127.4165538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수남리 마을회관,37.2947258,127.4051317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
망양로 산복도로 전시관,35.1177039,129.0331883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신한은행 산곡중앙지점,37.5032391,126.7146713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관동경로당,35.558116,126.7304975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금호명지경로당(금호1동),35.1367359,126.8582774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금호시영경로당(1단지)(금호1동),35.1362476,126.8602014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금호시영일반분양경로당(금호1동),35.1350717,126.8604215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도시공사2단지@경로당(금호1동),35.1382263,126.8618116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼능공간경로당(금호1동),35.1348481,126.8627231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상광암경로당,35.1958,126.4591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백암경로당,35.2345,126.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉덕경로당,35.2274,126.4502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금정경로당,35.2195,126.4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원사락 경로당,37.004425,127.800444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원신중 경로당,36.980562,127.775177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계막 경로당,36.988575,127.795677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화곡1리 경로당,36.987757,127.802465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화곡2리 경로당,36.998172,127.806224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대삼동경로당,35.2411,126.4249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남창경로당,35.2134,126.4301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월암경로당,35.2474,126.4156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동월경로당,35.2496,126.4191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용암경로당,35.1964,126.4345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
검덕경로당,35.2338,126.4421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석천경로당,35.2516,126.4234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시목정경로당,35.2528,126.4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지동경로당,35.6658397,126.5322663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내기경로당,35.2429,126.5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오송경로당,35.2927,126.4691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원만곡경로당,35.2777,126.4703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신송경로당,35.2659,126.4605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원덕산경로당,35.266,126.4387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕동경로당,35.2613,126.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영산경로당,35.2839,126.4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소매이경로당,35.2636,126.4391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백동경로당,35.2549,126.4446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만년경로당,35.2532,126.4943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매산경로당,35.2481,126.4467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
운산경로당,35.6474642,126.5345933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송림아파트경로당,35.6646253,126.5286023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모장경로당,35.6597779,126.5252432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방리마을회관,35.6024496,128.5373269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지서2경로당,35.6610928,126.527828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남부안농협진서지점,35.5900516,126.6129206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부안수협곰소지점,35.5893863,126.6115591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남부안새마을금고보안지점,35.5876952,126.6086656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마동경로당,35.6002014,126.5257179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
운호경로당,35.595046,126.560942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안심마을회관,35.6566174,128.5235237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월곡마을회관,35.6446608,128.524476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이천마을회관,35.6289627,128.4961728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석정마을회관,35.6290614,128.4903432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유유경로당,35.6283223,126.51245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오동문화광장무더위쉼터,35.206472,128.5770616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청라3동 행정복지센터,37.5333564,126.6269805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유동경로당,35.6423157,126.493217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성산면사무소,35.6287262,128.4939433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가복마을회관,35.5874761,128.5714868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕곡마을회관,35.5941593,128.5560311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산기경로당,35.6481207,126.505672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소격경로당,35.6319331,126.4926705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대견마을회관,35.6379335,128.4605177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼태1리경로당,36.748591,127.093059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정녕리노인정,35.6265577,128.473941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남관2리경로당,36.756939,127.118664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남관3리경로당,36.758619,127.111959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남관4리경로당,36.755723,127.123718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가송3리경로당,36.730804,127.144534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두남리경로당,36.741813,127.139037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남관1리경로당,36.754745,127.127951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석정경로당,34.503396,126.525124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마읍경로당,35.2579,126.4762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정녕경로당,35.6204651,128.4779145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산정2구경로당,34.368328,126.519947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석수경로당,34.373038,126.531029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월강경로당,34.419183,126.547618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우남푸르미아파트경로당,37.50362,126.78402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우민늘사랑아파트경로당,37.505111,126.784426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부천중앙그린빌아파트경로당,37.502704,126.794847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강남경로당,37.507579,126.783526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강남공원경로당,37.508822,126.781662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동화공원경로당,37.520544,126.789594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼보경로당,37.520488,126.792027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
돌산경로당,37.520566,126.794345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초천3리 경로당,36.9117125,127.648613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무극1리 경로당,36.991414,127.5971574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정생1리 경로당,37.0004147,127.600326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉곡2리 경로당,36.96719,127.5774886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가송1리경로당,36.725538,127.140282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가송2리경로당,36.734427,127.139478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이편한세상스마일시티2차아파트 경로당,36.8471181,127.1083806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중앙경로당,35.7012459,126.786496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신기경로당,35.7052491,126.7872958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신광경로당,35.6778895,126.7549804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송암경로당,34.411779,126.519392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어불경로당,34.338648,126.473562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송지면분회경로당,34.372986,126.523962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
종원팰리스빌경로당(금호2동),35.1264449,126.8548735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호반리젠시빌경로당(금호2동),35.1258494,126.8569922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금호부영아파트경로당(금호2동),35.1307573,126.8575139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금호베스트빌경로당(금호2동),35.1276947,126.854459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용천1 경로당,36.897146,127.989394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용천2 경로당,36.89491,127.978881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지내 경로당,37.0072,127.770121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창동 경로당,37.014752,127.770222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조동 경로당,37.018625,127.7644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원당우 경로당,36.997278,127.760635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유동 경로당,37.005766,127.760586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석우 경로당,36.999566,127.751459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산내경로당,35.7183342,126.8075138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평교경로당,35.7016643,126.7860941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원두 3리 경로당,37.1865807,127.4684161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구시리 경로당,37.206646,127.503368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신갈1리 경로당,37.198332,127.447572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼태2리경로당,36.740116,127.092599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용정1리경로당,36.74322,127.102618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내사2 경로당,36.901373,128.005372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원암경로당,35.6076919,126.5838427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입암경로당,35.6112256,126.5914655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부안농협백산지점,35.703376,126.786768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가정3동 경로당,37.5175029,126.6789191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도장3리 경로당,36.7519,127.1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문암경로당,35.1894165,126.6075635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구미경로당,35.6151604,128.4028167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진동경로당,35.6041782,126.6159249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석포경로당,35.6011698,126.5711484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석포1구경로당,35.5987413,126.5792419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용동경로당,35.6011733,126.5894299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유산노모당,35.6218427,128.4286242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용호경로당,35.6119119,128.4234783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하리 경로당,36.8902219,128.0463747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공이2 경로당,36.879308,128.034245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보사골 경로당,36.90285,128.018142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내사1 경로당,36.900976,128.012565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시장경로당,35.1811145,126.6025678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가정공원경로당,37.5209193,126.6742608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가정1동 경로당(1층),37.5151142,126.6736176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월현경로당,35.1730379,126.5804446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대성경로당,35.1618214,126.6073804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미성동주민센터,37.4761902,126.9155578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도개노모당,35.592112,128.4479198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계동경로당,35.5981616,128.4173839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥산경로당,35.392163,128.4550748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대곡경로당,35.4461612,128.3974816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목단경로당,35.6196314,128.4173737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유산경로당,35.6214597,128.4293255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오례쉼터,35.5700182,127.8913522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대성여자경로당,35.4327119,126.6968143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대창9리경로당,36.2349557,126.5999141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
난향동주민센터,37.4615201,126.9188341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조원동주민센터,37.4825884,126.9078078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대학동주민센터,37.470602,126.936964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어은마을회관,35.571336,128.4748423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
