무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호천마을 쉼터,34.5582016,126.5945712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광명시 여성비전센터,37.4347796,126.8801421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청구 마을쉼터,36.0690493,129.3700333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산정경로당,36.0850788,126.7478983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신계3·4리 동우(아)경로당,36.772223,127.19633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신계6리 신도1차(아)경로당,36.771414,127.215516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신계7·8리 신도2차(아)경로당,36.776669,127.210276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
운전3리 연합(아)경로당,36.772164,127.229735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신양아파트 경로당,36.1699042,127.769192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지산2리경로당,36.795756,127.194213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍서1리경로당,36.723808,127.118147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지산1리경로당,36.788458,127.195802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우봉경로당,34.7466454,127.0087094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배산경로당,34.753219,126.996654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내반경로당,34.737725,126.995891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신북경로당,34.748856,126.994566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수선당경로당,34.7489064,126.9945485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장동여자경로당,34.750822,126.996858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
북동경로당,34.7579884,126.9899691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밤실경로당,34.780942,126.990572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진곡경로당,34.7754378,127.0055399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관호경로당,34.7668936,126.9881245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양곡경로당,34.7706922,126.989404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
율리경로당,34.7566088,127.0052292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍서5리경로당,36.718433,127.1152494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍서7리경로당,36.714841,127.113313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍서3리경로당,36.722367,127.1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍서4리경로당,36.7153899,127.1321728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원천경로당,37.192808,127.207887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
능원3리 경로당,37.335071,127.1791308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남사읍행정복지센터,37.1149054,127.1499899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내기경로당,37.113735,127.150518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신전경로당,35.0530075,128.2430142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양화경로당,35.0149299,128.2820149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
괴정경로당,35.0445202,128.2712427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화정2리 경로당,36.2006252,127.0380173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼호리 경로당,36.1845204,127.0497174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신당1리 경로당,36.2472538,127.0774997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신당2리 경로당,36.2475038,127.0762449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안성경로당,35.0635955,127.7854371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신화경로당,35.0246184,128.3121986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평동경로당,34.9957202,128.2872434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
포곡읍사무소,37.2778178,127.2307982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고수마을 쉼터,34.553477,126.566705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안동마을 쉼터,34.5522719,126.583195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장보경로당,35.3093,126.5565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대평2리위피덕경로당,36.669606,127.13718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원덕1리경로당,36.658819,127.139604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원덕1리세넷말경로당,36.653115,127.134702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원덕2리경로당,36.660788,127.108419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광덕1리해수경로당,36.669584,127.026744,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원덕2리밤나무골경로당,36.660788,127.108419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보산원3리개천경로당,36.700066,127.063167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍세면분회 경로당,36.720787,127.119088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍서2리경로당,36.721487,127.119875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행동경로당,36.2305303,128.0008517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구룡포6 마을쉼터,35.9912358,129.5618567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문정어린이공원,36.21001,127.2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보호수쉼터,36.33945,127.3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백운어린이공원,36.33801,127.3864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예정어린이공원,36.33143,127.3785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈마공원,36.35639,127.3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중2리 경로당,36.2422025,127.0615268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
득윤1리 경로당,36.2429012,127.0531245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
득윤2리 경로당,36.2365898,127.0428849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
득윤3리 경로당,36.2350738,127.0474918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈산1리 경로당,36.2288861,127.0622026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈산2리 경로당,36.2268465,127.0610895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광리 경로당,36.2336569,127.0734489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대안4리 마을회관,36.931814,126.941803,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기산1리 마을회관,36.949786,126.917157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기산2리 마을회관,36.940335,126.923353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기산3리 마을회관,36.93078,126.92892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕목4리 마을회관,36.949373,126.956538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕목5리 마을회관,36.954765,126.969354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신왕1리 마을회관,36.934957,126.967174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신왕2리 마을회관,36.937253,126.969018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대안1리 마을회관,36.9440951,126.9490398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대안2리 마을회관,36.9389653,126.9435293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인광4리 마을회관,36.973203,126.923924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대안3리 마을회관,36.933316,126.955735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원모공원,36.30375,127.3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
권관4리 마을회관,36.937278,126.919097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈마1동 주민센터,36.3508,127.3678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신방2리(상신)경로당,36.074285,129.095477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용산리경로당,36.090217,129.035847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼귀리경노당,36.081857,129.074398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보현2리(상기)경로당,36.135178,129.034094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신방1리(신천)경로당,36.066056,129.065469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선운경로당,35.5364454,126.608347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한밭새마을금고,36.3528,127.3684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈마아파트경로당,36.3427,127.3673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈마제1경로당,36.3487,127.3671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈마울경로당,36.3515,127.3645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황강리경로당,36.025704,128.99334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금대(본터)경로당,36.051172,129.031007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈마역,36.3576733,127.3727968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성2리 마을회관,37.470608,127.5629668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화전2리 마을회관,37.4631525,127.6061444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화전1리 경로당,37.4809907,127.6082976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"마룡2리 마을회관, 경로당",37.4979134,127.6019134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"오촌리 마을회관, 경로당",37.5357262,127.5862801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성1리 마을회관 및 경로당,37.4746245,127.572027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전사1경로당,35.998507,129.054211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우항리경로당,36.01101,128.989384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해선경로당,36.001186,129.044686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장척경로당,36.000255,129.038795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신방2리(부전)경노당,36.068896,129.081548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
