무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
변동마을회관,35.52151,127.78646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가성마을회관,35.55691,127.79225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구라마을회관,35.56523,127.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동구마을회관,35.58145,127.78978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윗서평마을회관,35.540944,127.783812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도장마을회관,35.53615,127.8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽전마을회관(죽전경로당),35.54164,127.81879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미동마을회관,35.522282,127.792428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수동보건지소,35.521137,127.786734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
악양경로당,35.1202507,128.247718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영오경로당,35.1089286,128.2380341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배곧호반써밋플레이스1차 경로당,37.3707455,126.7274451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
개천면사무소,35.0986615,128.2603323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도천동주민센터(본동),34.8393021,128.4007246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내동마을회관,35.521074,127.790011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내백마을회관(상백노모당),35.59607,127.80588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아랫서평마을회관,35.5408688,127.7854157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
치라골마을회관,35.5612785,127.8359328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교항마을회관,35.544208,127.8198276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하교마을회관,35.556771,127.8113071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나동경로당,35.1216373,128.3161409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하명경로당,35.098813,128.259763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
좌이경로당,35.081433,128.287815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕곡경로당,35.2128742,127.9263552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정량동주민센터,34.8430675,128.4302433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금정구 노인복지관,35.2792086,129.0848266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금정도서관 내부 카페,35.2724717,129.096229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남산동 행정복지센터,35.2744404,129.0930712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중방마을회관,35.6085981,127.7793233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
