무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강동리버스트4단지 경로당,37.573,127.1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강동리버스트6단지 경로당,37.5707,127.1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강동리엔파크14단지 경로당,37.5512,127.1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고덕아르테온A 제2경로당,37.5554,127.1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼계리성황 경로당,36.7058405,128.925614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신남리정자골 경로당,36.7515568,128.945498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예안면분회 경로당,36.6625996,128.883527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정산1리시장 경로당,36.6605261,128.886452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KT&G동우회 경로당,36.5608215,128.720212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대계리 경로당,36.5426477,128.658494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태화 경로당,36.559648,128.711597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태화3택지 경로당,36.5682902,128.705208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복주 경로당,36.5684388,128.708049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경동리인아파트경로당,35.2168,128.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMC센트럴아이파크 경로당,37.5793,126.9206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해링턴플레이스경로당,37.5899,126.9477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
감나무골 경로당,36.5679395,128.710819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강변마을 경로당,36.5592792,128.71657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두곡리경로당,37.8670708,126.9661119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구암리(여)경로당,37.880264,126.9656807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
