위치명,위도,경도
한국외식과학고등학교,37.89719052,126.9798943
양주문화예술회관,37.81249951,126.9723084
포동생활체육공원 내 포동시민운동장,37.40376818,126.7844332
비둘기공원,37.44132556,126.7938357
매화중학교 운동장,37.4131932,126.8159628
매화초등학교 운동장,37.416347766,126.80788495
능곡초등학교 운동장,37.3652526,126.81292802
연성중학교 운동장,37.39248681,126.8134784
서동초등학교운동장,35.21911316,129.09688158
논곡중학교 운동장,37.388868015,126.85719375
목감초등학교 운동장,37.386833753,126.8589275
군자초등학교 운동장,37.343812235,126.7870761
장곡공원,37.379011672,126.7840774
월곶중학교 운동장,37.3926462,126.7379332
소망공원,37.33343666,126.7256436
옥구공원,37.35451455,126.7099128
희망공원,37.335933448,126.7150392
군서초등학교 운동장,37.347362023,126.7518114
송운중학교 운동장,37.359494,126.73140854
함현고등학교 운동장,37.366193516,126.73845567
경기자동차과학고등학교 운동장,37.4142224,126.83985349
덕도초등학교 운동장,37.8405564,126.9775693
조양중학교 운동장,37.8196545,126.9790203
효촌초등학교 운동장,37.85812862,126.9633264
삼상초등학교 운동장,37.70010983,126.9300511
송추초등학교 운동장,37.71577493,126.9702304
광숭초등학교 운동장,37.80154501,127.107389
감포초등학교 운동장,35.80995397,129.5020617
감포중고등학교 운동장,35.81017421,129.5075617
감포읍사무소 주차장,35.80704257,129.5016872
(구)대본초등학교 운동장,35.74507527,129.4836162
감포 공용버스주차장,35.80366759,129.4959991
감포관광단지 주차장,35.76610419,129.4901304
감포읍복지회관 주차장,35.79908278,129.493126
감포댐 전망대,35.83655954,129.5121122
감포리조트펜션 주차장,35.8381464,129.5184844
전촌1리 마을회관,35.79283084,129.4883178
감포읍 복지회관 주차장,35.79908278,129.493126
(구)전촌초등학교 운동장,35.790578111,129.4910227
강동면사무소 주차장,35.98775452,129.2732782
감포읍사무소 주차장,35.80704257,129.5016872
강동초등학교 운동장,35.99212784,129.276743
감포중고등학교 운동장,35.81017421,129.5075617
