위치명,위도,경도
달마을근린공원,37.542771,126.869083
양동중학교 운동장,37.548367401,126.86871777
백석어린이공원,37.545332186,126.8649337
한두어린이공원,37.5493052,126.865373
강서고등학교 운동장,37.536315928,126.86576999
정목초등학교 운동장,37.536529749,126.87005101
나말어린이공원,37.538687,126.864468
모세미어린이공원,37.535213,126.868665
목4동 소공원,37.532592,126.868856
신목중학교 운동장,37.53702318,126.8730734
영도초등학교 운동장,37.535951572,126.87194377
영도초등학교 강당,37.535951572,126.87194377
목5동주민센터 강당,37.537185,126.881736
신월보건지소(강당),37.53133859,126.83182429
양강중학교 체육관,37.524911426,126.8496223
양강초등학교 체육관,37.523604029,126.84748007
양원초등학교(체육관),37.538216698,126.82310557
강서초등학교 체육관,37.522413354,126.8409133
강신초등학교 교사시설,37.542100517,126.8295869
신월5동주민센터(강당),37.538579,126.827185
신월6동주민센터(강당),37.514548,126.840951
강월초등학교 체육관,37.516340996,126.8334325
신서중학교 체육관,37.51596581,126.8550154
신서초등학교 체육관,37.5205957,126.86233221
신목초등학교 체육관,37.516609627,126.8726846
남명초등학교 본관동,37.515683551,126.85408391
금옥중학교 체육관,37.510963786,126.84397236
신정3동현장민원실(강당),37.511436,126.841522
신서고등학교 체육관,37.523915309,126.86020833
신정종합사회복지관,37.526409,126.860455
양목초등학교(체육관),37.523916796,126.86147081
목일중학교(체육관),37.513540498,126.87403163
신목고등학교(급식실),37.512909342,126.8736074
양천구청 대강당,37.517075017,126.86654198
평택초등학교,36.98945687,127.0813758
동삭초등학교,37.01860784,127.0968603
비전초등학교,37.00133852,127.0936298
중앙초등학교,37.00227249,127.078055
갈곶초등학교,37.12562952,127.0720328
도곡중학교,36.9892911,126.8487602
반지초등학교,37.05792114,127.0695313
이충고등학교 (체육관),37.05745883,127.0648673
이충중학교,37.05959745,127.0689887
이충초등학교,37.0632638,127.0670086
장당초등학교,37.05165322,127.063185
라온중학교,37.06940589,127.066951
송탄초등학교,37.04224527,127.0870519
평택지산초등학교,37.07730557,127.0620098
합정초등학교,36.98939046,127.0977399
비전초등학교,37.00133852,127.0936298
이화초등학교,37.00351954,127.1082245
목운초등학교 체육관,37.52701123,126.8730106
서정초등학교 체육관,37.523451293,126.86723652
양화초등학교 체육관,37.543669928,126.87398548
정목초등학교 체육관,37.536529749,126.87005101
영도중학교 강당,37.536315928,126.86576999
가창중학교운동장,35.774027042,128.64402499
운암초 다목적강당동,35.93570075,128.5656254
산서초등학교 운동장,35.587857292,127.395292
동화분교,35.568200964,127.5570907
격포초등학교 운동장,35.625245687,126.47439388
전라북도학생해양수련원 운동장,35.591625139,126.48968202
청담중학교,36.96248587,127.0631023
부용초등학교,36.96624727,127.0590987
중앙공원,,
장터공원,,
천사어린이공원,37.546879,126.83298
원광초등학교,37.65431182,127.0749157
용동초등학교,37.64108534,127.0690832
중원중학교,37.6442394,127.0680301
청계초등학교,37.64503334,127.0661408
중원초등학교,37.64398283,127.0627678
상명초등학교,37.64954799,127.068044
중계중학교,37.65563786,127.0752434
중계초등학교,37.65784108,127.07331
재현고등학교,37.66128875,127.080798
재현중학교,37.66128875,127.080798
상계제일중학교,37.66107434,127.0780777
노일중학교,37.67228886,127.0538914
노일초등학교,37.67375516,127.054967
노원초등학교,37.67359491,127.0584536
수락중학교,37.68314343,127.0548107
수락초등학교,37.68450193,127.0551836
상계중학교,37.65260001,127.0689216
상계초등학교,37.65962546,127.0664937
신상계초등학교,37.66742959,127.0757359
덕암초등학교,37.6666221,127.0814611
계상초등학교,37.66219741,127.0686766
상천초등학교,37.64628468,127.0578068
당현초등학교,37.64825944,127.0582117
태릉초등학교,37.62310204,127.0850611
태랑초등학교,37.62625137,127.0906018
태랑중학교,37.62698238,127.091373
한천중학교,37.63131305,127.0724411
경기기계공업고등학교,37.63307983,127.0767932
연촌초등학교,37.634416,127.0725121
혜성여자고등학교,37.64054922,127.0736193
하계중학교,37.64136811,127.072333
불암중학교,37.64573538,127.0734567
하계어린이공원,,
중현초등학교,37.63251336,127.065953
중현어린이공원,,
중평초등학교,37.63753475,127.0639634
중평중학교,37.63753475,127.0639634
수암초등학교,37.67375516,127.054967
불암고등학교,37.64973509,127.0800058
불암초등학교,37.65078343,127.0806007
영신여자고등학교,37.6524538,127.0832769
서라벌고등학교,37.64525815,127.0758403
을지중학교,37.64978728,127.0717066
을지초등학교,37.65059011,127.0730898
청암고등학교,37.65177892,127.0738616
상원초등학교,37.66767304,127.0597184
상원중학교,37.6717672,127.0595086
상월초등학교,37.65865377,127.0569822
용화여자고등학교,37.65913246,127.0582791
온곡중학교,37.6605817,127.0643322
온수근린공원,37.66110029,127.0650081
상곡초등학교,37.66290383,127.0620766
선곡초등학교,37.61869289,127.0578035
광운전자공업고등학교,37.6192413,127.0565444
월계초등학교,37.62761975,127.0501888
신창중학교,37.6285579,127.0474796
신계초등학교,37.62979181,127.0527686
월계중학교,37.62979181,127.0527686
월계고등학교,37.63173247,127.0487142
한천초등학교,37.62070855,127.0692456
한내근린공원,37.62358838,127.0687815
녹천초등학교,37.62850733,127.0631173
녹천중학교,37.62924793,127.059665
연지초등학교,37.63319071,127.0595368
공릉초등학교,37.61861498,127.0746307
공연초등학교,37.62754924,127.0745082
용원초등학교,37.62992402,127.0689414
공릉중학교,37.62222733,127.0836011
노일초등학교,37.67375516,127.054967
노원초등학교,37.67359491,127.0584536
수락중학교,37.68314343,127.0548107
수락초등학교,37.68450193,127.0551836
상계중학교,37.65260001,127.0689216
상계초등학교,37.65962546,127.0664937
신상계초등학교,37.66742959,127.0757359
덕암초등학교,37.6666221,127.0814611
계상초등학교,37.66219741,127.0686766
상천초등학교,37.64628468,127.0578068
당현초등학교,37.64825944,127.0582117
노원중학교,37.6493615,127.0596902
신상중학교,37.65190362,127.0639893
상수초등학교,37.65110673,127.0647592
노원고등학교,37.66180139,127.0540198
동일초등학교,37.6648142,127.0541716
상경중학교,37.66714976,127.0537063
상계근린공원,,
상경초등학교,37.67055277,127.0516731
청원초등학교,37.66525335,127.0625319
온곡초등학교,37.667539999,127.0659114
갈울근린공원,,
산외초등학교 운동장,35.620408102,127.04043544
무안고등학교,34.98164914,126.4670274
전남체육중고등학교,34.8452385,126.4968955
삼향초등학교,34.84241361,126.4333687
남악초등학교,34.812701,126.4740364
몽탄초등학교,34.92937501,126.5015002
청계초등학교,34.92575758,126.4291497
목포대학교,34.91030531,126.4402121
운남초등학교,34.95953794,126.3382734
무안고등학교,34.98164914,126.4670274
초당대학교,34.98004806,126.4702662
삼향초등학교,34.84241361,126.4333687
전남예술고등학교,34.84699168,126.4316098
몽탄초등학교,34.92937501,126.5015002
청계초등학교,34.92575758,126.4291497
망운중학교,34.95868784,126.3424012
일로노인복지관,34.84968707,126.4906622
전남체육중고등학교,34.8452385,126.4968955
남악주민다목적생활체육관,34.80594824,126.4755092
무안 스포츠파크 실내체육관,35.00355441,126.447305
무안생태갯벌과학관,35.10332391,126.3319409
가야곡초등학교,36.14401,127.1684
감곡초등학교,36.210288,127.160509
흥환리 마을회관 뒷산,36.02594738,129.5039309
덕천초등학교 운동장,35.620811729,126.84424909
이평초등학교 운동장,35.662317546,126.83859792
이평중학교 운동장,35.661665468,126.81160342
신태인 축구장,35.679449795,126.89046825
정남초등학교 운동장,35.622083511,126.86442943
정우중학교 운동장,35.651950478,126.8798033
정우초등학교 운동장,35.651950478,126.8798033
정읍시제2청사 공터주차장,35.622601125,126.89545579
태인고등학교 운동장,35.652618668,126.93894263
태인초등학교 운동장,35.653815623,126.94663198
오정초등학교 운동장,35.185933,126.91198626
태인면사무소 공터주차장,35.650574487,126.93208905
감곡중학교 운동장,35.718313264,126.92357038
감곡초등학교 운동장,35.718137848,126.92553776
남일초중고등학교,35.707193355,126.96747253
옹동전통문화생활관 공터주차장,35.643301505,126.97535994
옹동초등학교 운동장,35.647281787,126.97634808
백암초등학교 운동장,35.611748619,126.95026244
칠보중학교 운동장,35.61302772,126.99335998
칠보초등학교 운동장,35.606494919,126.98997897
수곡초등학교 운동장,35.567833442,126.95856731
능교초등학교 운동장,35.567623684,127.03171645
정산중학교 운동장,35.569154866,127.0195915
산외중학교 운동장,35.61870849,127.04489837
내장초등학교 운동장,35.535043507,126.89309955
정주고등학교 운동장,35.542871434,126.89021757
교암초등학교 운동장,35.526036941,126.84578635
영산초등학교 운동장,35.599087597,126.86251717
배영고등학교 운동장,35.601261251,126.8116524
정일초등학교 운동장,35.589791414,126.8199195
정일여자중학교운동장,35.581143866,126.83075108
북부노인복지관 주차장,35.688998873,126.88949183
신태인고등학교 운동장,35.691980514,126.89372578
신태인초등학교 운동장,35.686190654,126.88967688
왕신여자고등학교 운동장,35.6828809,126.88940306
인상고등학교 운동장,35.717876811,126.8392021
북면초등학교 운동장,35.603144802,126.88826361
보성초등학교 운동장,35.603340846,126.92785586
양재초등학교,37.474164483,127.03189386
입암중학교 운동장,35.516107518,126.79456152
입암초등학교 운동장,35.50551929,126.79687235
대흥초등학교 운동장,35.524898304,126.80847934
소성초등학교 운동장,35.554428951,126.77724058
소성중학교 운동장,35.556210494,126.78551215
고부중학교 운동장,35.614042399,126.74202954
고부초등학교 운동장,35.620751149,126.7722132
영원초등학교 운동장,35.655525752,126.78361256
도학초등학교 운동장,35.628566961,126.81885229
부곡체육공원,37.314633806,126.95875617
의왕부곡중학교 운동장,37.314831437,126.95707743
수성동 근린공원,35.582161871,126.85382119
서영여자고등학교 운동장,35.579167444,126.85207906
정읍수성초등학교 운동장,35.584376073,126.85734783
정읍제일고등학교 운동장,35.570131798,126.8541784
정읍초등학교 운동장,35.587840673,126.86359564
정읍동초등학교 운동장,35.56695406,126.86203818
정읍어린이교통공원,35.555969902,126.86929231
동신초등학교 운동장,35.558344663,126.86505303
정읍여자고등학교 운동장,35.559158848,126.87110486
학산고등학교 운동장,35.560345864,126.87539585
한솔초등학교 운동장,35.561489968,126.87314392
전북과학대학 운동장,35.548040411,126.86135595
정읍고등학교 운동장,35.555320326,126.8654331
정읍남초등학교 운동장,35.560398795,126.84914427
정읍중학교 운동장,35.553818619,126.86370183
호남고등학교 운동장,35.557095382,126.85119755
정읍서초등학교 운동장,35.570469624,126.84749275
정읍북초등학교 운동장,35.579084377,126.84905187
국민체육센터 축구장,35.561852799,126.83885696
서신초등학교 운동장,35.563350142,126.82177002
다솜학교 운동장,35.548783642,126.83332036
가좌초등학교 강당,35.14957456,128.103327
개양중학교 강당,35.16049436,128.1097405
갈전초등학교 강당,35.18320428,128.1490684
무지개초등학교 강당,35.171447729,128.13727668
문산중학교 강당/체육관,35.17698005,128.1524823
진주실내체육관,35.20888669,128.1250513
세연중학교,37.17829905,128.9898284
태백종합경기장,37.14514973,129.0088024
장성초등학교,37.10267808,129.0057678
철암초등학교,37.121737,129.042981
철암초등학교,37.121751976,129.04291188
고원실내체육관,37.119631589,129.006702
황지중학교,37.16683005,128.9869564
황지여자중학교,37.17829905,128.9898284
황지중앙초등학교,37.18039447,128.9841411
태백국민체육센터,37.16293719,128.985292
상장중학교,37.1506855,128.9921207
상장초등학교,37.14934683,128.9935081
함태초등학교,37.13878719,128.976706
태백기계공업고등학교,37.09901989,129.0212824
갈평리 마을회관 주변,35.91968792,129.4025303
강사1리 마을회관 주변,36.03976269,129.5777784
강사3리 마을회관 주변,36.03120933,129.5595263
진양고등학교 강당,35.175788316,128.15253823
내동초등학교 강당,35.16512303,128.0676702
금곡초등학교 강당,35.09000741,128.1852538
반성초등학교 강당,35.17007578,128.2857434
대곡초등학교 강당,35.25811147,128.1770883
금호초등학교 강당,35.219015585,128.1436967
집현초등학교 강당,35.24215202,128.0927548
명석중학교 강당,35.21727427,128.0419338
진서고등학교 강당,35.1981327,127.9275033
망경초등학교 강당,35.17888779,128.0823831
봉원초등학교 체육관,35.20145861,128.0702708
진주고등학교 체육관,35.200097707,128.08020776
남강초등학교 강당,35.18377864,128.1097173
동진초등학교 체육관,35.18780257,128.1245464
가람초등학교 강당,35.17359064,128.1014475
진주기계공업고등학교 강당,35.17618649,128.1018131
금성초등학교 강당,35.19843964,128.1154808
장재초등학교 강당,35.21478792,128.1099353
초전초등학교 강당,35.207852242,128.11449992
진주제일중학교 강당,35.17561638,128.066691
서진초등학교 강당,35.16902305,128.0566516
수정초등학교 강당,35.16566954,128.04846336
신광중학교 운동장,35.179533159,126.93211864
광주풍향초등학교 운동장,35.167272089,126.92761082
문우초등학교 운동장,35.186121265,126.91641286
광주서산초등학교 운동장,35.189162538,126.90436727
오치초등학교 운동장,35.185736871,126.89928133
삼각초등학교 운동장,35.200642468,126.90025124
광주공업고등학교 운동장,35.189133264,126.89513562
매곡초등학교 운동장,35.19425944,126.89429892
하백초등학교 운동장,35.188681,126.88891308
청풍야영장,35.171997455,126.965312
신촌마을대피소,35.175702556,126.961193
본촌초등학교 운동장,35.215234672,126.88149174
서일초등학교 운동장,35.21239,126.8989497
일곡초등학교 운동장,35.207339779,126.89839806
일동초등학교 운동장,35.206048294,126.89333481
일신초등학교 운동장,35.211194774,126.895128
양산초등학교 운동장,35.207187991,126.871492
양지초등학교 운동장,35.208420264,126.881286
연제초등학교 운동장,35.196168603,126.87369687
건국초등학교 운동장,35.210626,126.8658109
신용초등학교 운동장,35.210629612,126.85721386
용두초등학교 운동장,35.214956775,126.87064962
용주초등학교 운동장,35.181583166,126.89897027
태봉초등학교 운동장,35.176511762,126.89226244
동림초등학교 운동장,35.187451426,126.86761898
한울초등학교 운동장,35.176201198,126.86642526
경양초등학교 운동장,35.180039557,126.87878946
금파공업고등학교 운동장,35.176629713,126.8871729
대자초등학교 운동장,35.173915501,126.87327024
광주동운초등학교 운동장,35.174935889,126.88412343
광주운암초등학교 운동장,35.180478578,126.87099409
무등초등학교 운동장,35.178792053,126.92277018
광주우산초등학교 운동장,35.175953034,126.92037969
광주교육대학교 부설초등학교 운동장,35.164714678,126.92569881
문산중학교 운동장,35.189345782,126.92380546
문산초등학교 운동장,35.187212207,126.92515
문정초등학교 운동장,35.189493,126.92157869
문흥중학교 운동장,35.186048,126.91799829
문흥초등학교 운동장,35.181061417,126.91435407
문흥중앙초등학교 운동장,35.183409566,126.9211629
각화초등학교  운동장,35.182426688,126.93574361
동강대학교 운동장,35.169803872,126.923066
두암초등학교 운동장,35.16947873,126.934105
광주문화초등학교 운동장,35.173417914,126.93133773
삼정초등학교 운동장,35.166137541,126.93609012
흥환주유소 옆 공터,36.024362,129.506843
마산리 마을 뒤 도로,36.015405,129.489412
마산리 버스승강장 앞 공터,36.015428,129.486872
성법리 마을회관 주변,36.17678957,129.197136
오태초등학교 운동장,36.070194786,128.34943501
남천초등학교 운동장,37.136376847,128.21726497
경기상업고등학교(식당),37.58925889,126.9700589
안중고등학교 운동장,36.98699096,126.9232232
경기물류고등학교,36.98692645,126.9296348
등대회식당 버스승강장,35.867676,129.530301
신창리 400-1앞 도로 옆 공터,35.884148,129.526973
합천공설운동장,35.561909001,128.1522711
동작중학교운동장,37.495462938,126.97780411
목원대학교,36.328866398,127.33744819
인덕원고등학교,37.39997404,126.981094
인덕원중학교,37.40224988,126.9714255
가수원초등학교운동장,36.302395244,127.35300123
안양관악초등학교,37.40664964,126.9681935
후창공원,37.610115,126.977198
부안초등학교,37.39835566,126.954238
부안중학교,37.3990968,126.9606254
보명어린이공원,37.475882543,126.92565165
난우중학교 운동장,37.466805759,126.92283013
제천시립도서관,37.145042,128.22013692
효제초등학교,37.57268796,127.0034911
상안초등학교 운동장,35.63397669,129.3343219
천곡중학교 운동장,35.63249446,129.3408485
천곡초등학교 운동장,35.6397464,129.3296224
달천운동장,35.6295093,129.321787
달천고등학교 운동장,35.6312698,129.3287257
달천중학교 운동장,35.6306961,129.3304031
구.강동중학교 운동장,35.6138669,129.4441584
구.강동초등학교,35.6158329,129.4468082
추억의학교 운동장,35.5817995,129.4547134
강동중학교 운동장,35.62962398,129.434924
강동초등학교 운동장,35.631414,129.4350097
울산스포츠과학중고등학교 운동장,35.62375038,129.4313027
명촌근린공원,35.5550074,129.3553039
명촌둔치주차장,35.55174377,129.3526523
명촌초등학교,35.5530103,129.3562497
농수산물종합유통센터(옥외),35.5790451,129.358169
진장중학교 운동장,35.5636042,129.3584059
효문운동장,35.58702563,129.3733475
북구청임시주차장,35.58362718,129.3618404
무룡고등학교 운동장,35.5862816,129.3617679
연암중학교 운동장,35.5858084,129.3604127
연암초등학교효문분교 운동장,35.5666633,129.3687515
울산마이스터고등학교 운동장,35.5608387,129.3782056
효정고등학교 운동장,35.563671,129.3749317
동대전중학교,36.345147,127.455904
대전여자고등학교,36.329746,127.447143
대전대동초등학교,36.325155,127.447289
한밭여자중학교,36.330507,127.447891
대전동신과학고등학교,36.332874,127.474381
동명초등학교,36.374127,127.474439
세천초등학교,36.341707,127.493853
대전은어송초등학교,36.3023609,127.456823
산내초등학교,36.279238,127.469951
산흥초등학교,36.229077,127.448572
대전은어송중학교,36.300105,127.46088
계룡디지텍고등학교,36.337626119,127.43447587
대전삼성초등학교,36.337220649,127.42897122
대전현암초등학교,36.34188,127.420311
한밭중학교,36.335598,127.42595
대전성남초등학교,36.343648,127.429562
대전신흥초등학교,36.325814,127.440335
충남중학교,36.325686583,127.44351504
대전대룡초등학교,36.329755,127.455798
대전용운초등학교,36.326311,127.463755
대전용운중학교,36.325395,127.4649997
대전용전초등학교,36.35628,127.430487
동아마이스터고등학교,36.343604,127.454214
광주중흥초등학교 운동장,35.16085601,126.91354548
광주효동초등학교 운동장,35.16906076,126.91185513
광주수창초등학교 운동장,35.156189065,126.90665359
광주서림초등학교 운동장,35.161883611,126.89958734
광주용봉초등학교 운동장,35.168572119,126.90010601
용두산공원,35.1009305,129.0324434
외도초등학교 운동장,33.492679,126.4344095
도리초등학교 운동장,33.501793879,126.46491412
광령초등학교운동장,33.459474325,126.43668257
구엄초등학교 운동장,33.472893733,126.37501226
고내공원,33.46298979,126.3319658
애월초등학교 운동장,33.46512638,126.3229777
하귀일초등학교 운동장,33.479773831,126.40189025
하귀초등학교 운동장,33.479773831,126.40189025
송당초등학교 운동장,33.4710621,126.78100879
세화공원,33.51988574,126.8647735
김녕초등학교 운동장,33.555426934,126.7504248
신촌초등학교 운동장,33.53426603,126.61916834
함덕초등학교 운동장,33.538832526,126.67241605
한경축구장,33.301196182,126.1845161
탐라문화광장,33.51392493,126.5281269
동광초등학교 운동장,33.5017192,126.54714254
인화초등학교 운동장,33.507250085,126.53837904
일도초등학교 운동장,33.509489424,126.52969243
삼성초등학교 운동장,33.5030567,126.5284658
삼도1동 2호 어린이 공원,33.50150685,126.5158811
삼도1동 3호 어린이공원,33.50219645,126.5218135
관덕공원,33.51374807,126.5223353
삼도1동 1호 어린이공원,33.5061014,126.5219635
중현어린이공원,,
중평초등학교,37.63753475,127.0639634
중평중학교,37.63753475,127.0639634
수암초등학교,37.67375516,127.054967
불암고등학교,37.64973509,127.0800058
불암초등학교,37.65078343,127.0806007
영신여자고등학교,37.6524538,127.0832769
서라벌고등학교,37.64525815,127.0758403
을지중학교,37.64978728,127.0717066
을지초등학교,37.65059011,127.0730898
청암고등학교,37.65177892,127.0738616
원광초등학교,37.65431182,127.0749157
용동초등학교,37.64108534,127.0690832
중원중학교,37.6442394,127.0680301
청계초등학교,37.64503334,127.0661408
중원초등학교,37.64398283,127.0627678
상명초등학교,37.64954799,127.068044
