위치명,위도,경도
동천초 강당동,35.865845443,128.6252838
만촌초 강당동,35.866690442,128.64792113
대청초 강당동,35.850907739,128.65016679
황금초 강당동,35.844221164,128.6183891
파동초 강당동,35.824683093,128.60773126
지산초 강당동,35.826958069,128.63016911
범물초 강당동,35.821484423,128.6448572
사월초 강당동,35.834052656,128.71504229
노변초 강당동,35.837745909,128.69762748
범어재공원,35.865392447,128.62039456
동도중학교,35.849432845,128.63968314
동산초등학교,35.84918012,128.62807293
봉선화공원,35.8506124,128.6503111
화랑공원,35.872131986,128.63906137
대륜중.고등학교,35.851685655,128.6567622
중앙초등학교,35.866873746,128.63847479
새마을어린이공원,35.857265,128.620058
수성어린이공원,35.8528292,128.61865668
수성공원,35.86064362,128.6148695
호돌이공원,35.86106776,128.620101
파동문화센터북편개활지,35.81076319,128.6179107
부여전자고등학교 운동장,36.17658829,126.892369
임천초등학교 운동장,36.19087649,126.8932442
장암초등학교 운동장,36.241387159,126.89482037
세도중학교 운동장,36.167276485,126.943912
세도초등학교 운동장,36.175680643,126.94675161
인세초등학교 운동장,36.16645709,126.9728176
석성초등학교 운동장,36.223607182,126.98906443
석성중학교 운동장,36.249699154,126.99808631
초촌초등학교 운동장,36.26267078,127.0240541
범일초등학교,35.816314916,128.63882914
덕원중.고등학교,35.824973626,128.70637998
사월초등학교,35.834052656,128.71504229
시지고등학교,35.8301791,128.70742414
시지중학교,35.8355489,128.7089531
신매초등학교,35.83634517,128.7092335
욱수초등학교,35.831378161,128.70769896
고산중학교,35.8452819,128.69866912
고산초등학교,35.843954738,128.6931978
노변중학교,35.838087682,128.694384
노변초등학교,35.837745909,128.69762748
대구농업마이스터고등학교,35.835781088,128.70071079
청림초등학교,35.835635184,128.7033769
누리공원,35.84136103,128.7060404
매동초등학교,35.845212485,128.7092584
부여여자고등학교 운동장,36.28532038,126.91529178
부여초등학교 운동장,36.285768947,126.92295403
부여고등학교 운동장,36.27225031,126.9232296
대왕초등학교 운동장,36.268926761,126.92757792
송간초등학교 운동장,36.30748911,126.9576992
합송초등학교 운동장,36.266474005,126.84600389
부여 종합운동장,36.27763513,126.86450687
백제중학교  운동장,36.27285862,126.8649059
규암초등학교 운동장,36.275713084,126.8807759
백강초등학교 운동장,36.29636007,126.8913764
은산초등학교 운동장,36.31398897,126.8549823
외산중학교 운동장,36.300234766,126.70072415
외산초등학교 운동장,36.3158058,126.71489131
내산초등학교 운동장,36.281897432,126.77660282
용강중학교 운동장,36.251376461,126.80808825
구룡초등학교 운동장,36.253587712,126.81361056
용당초등학교 운동장,36.23658081,126.8260932
홍산중학교 운동장,36.215078405,126.76669488
옥산초등학교 운동장,36.190705695,126.73196424
마정초등학교 운동장,36.21749503,126.8391371
충화초등학교 운동장,36.183212763,126.81458672
양화초등학교 운동장,36.128419952,126.85718747
상경중학교,37.66714976,127.0537063
상계근린공원,,
상경초등학교,37.67055277,127.0516731
청원초등학교,37.66525335,127.0625319
온곡초등학교,37.667539999,127.0659114
갈울근린공원,,
상원초등학교,37.66767304,127.0597184
상원중학교,37.6717672,127.0595086
상월초등학교,37.65865377,127.0569822
용화여자고등학교,37.65913246,127.0582791
온곡중학교,37.6605817,127.0643322
온수근린공원,37.66110029,127.0650081
상곡초등학교,37.66290383,127.0620766
계성초등학교운동장,36.898431,126.63928659
당진초등학교운동장,36.892544946,126.63314874
탑동초등학교운동장,36.897361648,126.62318534
원당초등학교운동장,36.902396666,126.63935342
성당초등학교운동장,36.836899067,126.60463504
합덕초등학교운동장,36.804070598,126.778634
합도초등학교운동장,36.810566,126.754541
신촌초등학교운동장,36.763658648,126.76421066
기지초등학교운동장,36.903180419,126.693803
전대초등학교운동장,36.909477356,126.74928734
송악초등학교운동장,36.940182143,126.74384337
중계중학교,37.65563786,127.0752434
중계초등학교,37.65784108,127.07331
재현고등학교,37.66128875,127.080798
재현중학교,37.66128875,127.080798
상계제일중학교,37.66107434,127.0780777
노일중학교,37.67228886,127.0538914
노일초등학교,37.67375516,127.054967
노원초등학교,37.67359491,127.0584536
수락중학교,37.68314343,127.0548107
수락초등학교,37.68450193,127.0551836
상계중학교,37.65260001,127.0689216
상계초등학교,37.65962546,127.0664937
신상계초등학교,37.66742959,127.0757359
덕암초등학교,37.6666221,127.0814611
계상초등학교,37.66219741,127.0686766
상천초등학교,37.64628468,127.0578068
당현초등학교,37.64825944,127.0582117
노원중학교,37.6493615,127.0596902
신상중학교,37.65190362,127.0639893
상수초등학교,37.65110673,127.0647592
노원고등학교,37.66180139,127.0540198
동일초등학교,37.6648142,127.0541716
대교초등학교 본관동,36.07526325,128.39906097
장곡중학교 본관동,36.07345369,128.41503097
장곡중학교 다목적강당,36.07345369,128.41503097
석적고등학교 본관동,36.08164234,128.41845927
호국평화 기념관,36.017917659,128.40403197
석적 행정타운,36.066791798,128.40097539
신동초등학교 다목적강당,35.956906389,128.49009207
신동중.칠곡고등학교 다목적강당,35.958475297,128.4839101
동명초등학교 다목적강당,35.987059685,128.55448096
동명동부초등학교 교사시설,36.0061845,128.59299439
동명면사무소,35.98384054,128.5539477
동명면 평생학습복지센터,35.984896422,128.5522964
학림초등학교 다목적강당,36.105231231,128.49111212
가산면 평생학습복지센터,36.084381796,128.5393609
약목초등학교 본관동,36.032511144,128.36102245
약목초등학교 후관동,36.032511144,128.36102245
약목중학교 본관동,36.035004911,128.36075914
약목면사무소,36.032760938,128.36378263
약동초등학교 다목적강당,35.984909891,128.38140873
궁남초등학교 운동장,36.275147904,126.90587812
