위치명,위도,경도
청룡초등학교,37.733013906,127.05534207
발곡초등학교,37.728389844,127.0630472
신곡초등학교,37.741167283,127.05984551
고산초등학교,37.731699199,127.10553195
용현초등학교,37.738951834,127.08723107
송현고등학교,37.743922463,127.09083131
오동초등학교,37.743003661,127.09058965
곤제근린공원,37.746741504,127.08490739
금오초등학교,37.7560413,127.06583102
의정부여자중학교,37.749969256,127.03965967
광동고등학교,37.755541952,127.03620101
의정부고등학교,37.754916289,127.03127413
의정부서중학교,37.741223423,127.0373042
녹양초등학교,37.763285578,127.03706844
녹양중학교,37.761865345,127.02808579
버들개초등학교,37.761944283,127.02950668
종암중학교,37.593111,127.0319898
영광교회,37.60567974,127.038317
서울도시과학기술고등학교,37.60781127,127.0330426
숭곡중학교,37.60847848,127.0312988
숭인초등학교,37.60916119,127.0382348
월곡감리교회,37.6028211,127.0404058
장위1동주민센터,37.614035,127.043681
장위중학교,37.61129386,127.0408408
월곡초등학교,37.61002333,127.0460816
장위초등학교,37.6114417,127.0500057
광운초등학교,37.61905819,127.0550899
석계초등학교,37.60881522,127.069743
석관고등학교,37.60958821,127.0667165
석관중학교,37.60813942,127.0667152
배영초등학교,37.748193618,127.0465847
경의초등학교,37.734194288,127.05110465
호원고등학교,37.705603772,127.0443746
솔뫼초등학교,37.731346,127.08105555
부용고등학교,37.736377901,127.09294584
의순초등학교,37.751089063,127.0660385
가능초등학교,37.746481933,127.03583181
중앙초등학교,37.74507973,127.0469039
상우고등학교,37.7313219,127.0372947
백석천근린공원,37.734475968,127.040323
봉산초등학교,35.27716072,126.9570891
고서초등학교,35.2246773,126.973633
만덕초등학교,35.2493239,127.0356311
삼보경로당,37.607809391,127.14049758
담양남초등학교,35.31815688,126.9865616
담양동초등학교,35.32030529,126.9835348
봉산초등학교,35.27716072,126.9570891
고서초등학교,35.2246773,126.973633
남면초등학교,35.178211054,127.0264237
창평고등학교,35.238498005,127.01239529
창평초등학교,35.23983678,127.0186902
만덕초등학교,35.2493239,127.0356311
무정초등학교,35.29084756,127.0403368
금성초등학교,35.34476246,127.0247911
용면초등학교,35.36351227,126.9900443
월산초등학교,35.34069529,126.9505435
수북초등학교,35.301201235,126.9301525
한재초등학교,35.27853094,126.8892565
온양고등학교 운동장,36.783701526,126.99517539
온양온천초등학교 운동장,36.783300481,127.00881557
온양중앙초등학교 운동장,36.776833126,127.00175712
온양신정중학교 운동장,36.788516214,126.9879794
온양신정초등학교 운동장,36.787886841,126.98680504
온양천도초등학교 운동장,36.78697584,126.99219824
서울아주초등학교 운동장,37.50582689,127.0757679
서울영풍초등학교 운동장,37.496219997,127.14301482
신천중학교 운동장,37.516250013,127.07928339
아시아공원,37.510682386,127.07593681
아주중학교 운동장,37.505230281,127.0765497
영동일고등학교 운동장,37.51000082,127.089867
영파여자고등학교 운동장,37.532735618,127.11973954
영파여자중학교 운동장,37.532735618,127.11973954
오금고등학교 운동장,37.504532174,127.12896895
오금공원,37.505191181,127.13165287
오금중학교 운동장,37.50527064,127.12880114
오륜중학교 운동장,37.516323946,127.13892383
오주중학교 운동장,37.501506607,127.13626529
올림픽공원,37.520339698,127.11551788
일신여자상업고등학교 운동장,37.5017842,127.11424133
일신여자중학교 운동장,37.5017842,127.11424133
잠신고등학교 운동장,37.514701291,127.08828296
잠신중학교 운동장,37.51613937,127.0878035
잠실고등학교 운동장,37.522930433,127.10651504
잠실여자고등학교 운동장,37.5017842,127.11424133
잠실중학교 운동장,37.517817573,127.0986662
잠일고등학교 운동장,37.514520998,127.08255523
정신여자고등학교 운동장,37.50945384,127.07384733
가락고등학교 운동장,37.501075792,127.11642583
창덕여자고등학교 운동장,37.516243513,127.14027359
천마공원,37.500247992,127.15484017
풍납중학교 운동장,37.525350514,127.11562832
풍성중학교 운동장,37.525438583,127.11288386
한국체육대학교 운동장,37.519904632,127.13200054
서울개롱초등학교 운동장,37.497362612,127.13988815
서울거여초등학교 운동장,37.505169417,127.14098709
서울거원초등학교 운동장,37.487625026,127.14493613
서울남천초등학교 운동장,37.501446825,127.15076422
서울마천초등학교 운동장,37.495505452,127.15262945
서울문덕초등학교 운동장,37.485180085,127.12772902
서울문정초등학교 운동장,37.489072844,127.12901349
서울문현초등학교 운동장,37.482790915,127.1302227
서울방산초등학교 운동장,37.509555325,127.12108916
서울방이초등학교 운동장,37.513432227,127.12049944
서울버들초등학교 운동장,37.5102673,127.0889992
서울삼전초등학교 운동장,37.501699838,127.09326892
