무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼봉경로당,35.646982,127.347134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금동경로당,35.637126,127.344619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대왕경로당,35.650318,127.362468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성수경로당,35.640988,127.38308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
왕방경로당,35.623254,127.371735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원증경로당,35.625804,127.387204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서수경로당,35.9807713,126.8798249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상장곤경로당,36.0055049,126.8841308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서수파출소,35.9821334,126.8764776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하용전경로당,35.978505,126.8754584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕곡경로당,35.9574827,126.8300217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지경경로당,36.744617,127.7252802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국민은행 대구혁신도시지점,35.8670594,128.7246317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
검사1경로당(할머니경로당),35.8881221,128.6512169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동촌동 행정복지센터,35.8867766,128.6482739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노고산경로당,37.553825,126.939219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대경경로당,37.5467938,126.9426594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우리마포복지관,37.5558271,126.9427347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신원1리 경로당,36.6930724,126.818711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유한강변타운 경로당,35.4796025,128.7562788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
반월2LH경로당,35.8718873,127.0710853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신상용전경로당,35.9912093,126.9108229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호산경로당,35.9894525,126.8747967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구산경로당,35.9899669,126.8722993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장자경로당,35.9911974,126.9108599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마포경로당,36.0047091,126.9110235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하금경로당,36.0066505,126.9052273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기린경로당,35.8203295,127.1630697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신원2리 경로당,36.7055174,126.8137711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오가면사무소,36.68749,126.7983361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신석2리 마을회관,36.6854233,126.7767642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청아경로당,35.8921916,127.0246338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중앙경로당,35.8924391,127.0177316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한강경로당,35.8736768,127.0708982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남양경로당,35.872979,127.0688189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원동부녀경로당,35.8730027,127.0609595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용정구원경로당,35.8684223,127.0177109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화전경로당,35.8843566,127.0175922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강변,37.3658624,128.3961382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금암경로당,36.0070867,126.9028455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
