무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구미리 경로당,36.5236308,128.7678089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백운2리 신촌 경로당,35.7967,128.1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신파1리 마을회관,35.8326,128.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광음1리경로당,36.5083465,128.6668912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고산2,37.3718981,127.2256101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고산2 우림A,37.370731,127.2321913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신현1,37.364174,127.1647204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신현2,37.3601521,127.1485174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문명2리 경로당,35.8628,128.3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원리 경로당,36.4581382,128.655634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
개곡리경로당,36.5356975,128.669065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남후면분회 경로당,36.5239032,128.6896018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
망호3리 경로당,36.4594968,128.6644572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평팔1리 경로당,36.4362524,128.622375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈전1리 경로당,36.5631305,128.5164914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도양1리 경로당,36.5549628,128.4951382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구담1리 경로당,36.5432036,128.4678045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
종로노인종합복지관 무악센터,37.5758297,126.9580458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쌍동1리,37.369066,127.3017618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쌍동2리,37.3764578,127.2973168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초월롯데낙천대1단지A(쌍동3리),37.3720254,127.2995212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초월롯데낙천대2단지A(쌍동4리),37.3725951,127.2981943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동광모닝스카이A (쌍동5리),37.3767565,127.2944111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초월e-편한세상A (쌍동6리),37.3750065,127.2891381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산이1리,37.3622728,127.3127885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산이2리,37.3602359,127.309927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부영아파트3단지경로당,38.1896867,128.5787253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성호아파트경로당,38.1841543,128.5995135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
속초청대아파트경로당,38.1888378,128.5714747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금호도서관,37.5541126,127.024888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
