위치명,위도,경도
안산중앙초등학교 운동장,37.321608569,126.83796092
중앙중학교 운동장,37.322349762,126.839658
경안고등학교 운동장,37.326093128,126.83350586
서울예술대학교 운동장,37.333413364,126.836241
우송고등학교,36.3350167,127.4432897
대전동광초등학교,36.337284,127.449926
초당초등학교 운동장,37.285501401,126.85100215
안산청석초등학교 운동장,37.294714471,126.81810142
안산해양초등학교 운동장,37.294521178,126.82374545
안산해양중학교 운동장,37.295303015,126.82116768
성안고등학교 운동장,37.302711054,126.84253577
한양대학교,37.298003743,126.83439338
본원초등학교 운동장,37.29159136,126.86202423
이호초등학교 운동장,37.286814105,126.86052635
팔곡초등학교 운동장,37.297412751,126.882779
본오중학교 운동장,37.293147201,126.86732201
사리운동장,37.285927,126.85709983
각골초등학교 운동장,37.292623642,126.87302049
본오초등학교 운동장,37.294777872,126.86875373
상록중학교 운동장,37.300182,126.86957459
영북초 운동장,38.089865732,127.27587951
상록고등학교 운동장,37.298983,126.874657
안산디자인문화고등학교 운동장,37.29692154,126.87130796
안산부곡초등학교 운동장,37.329166,126.86043
정재초등학교 운동장,37.338318233,126.864534
안산부곡중학교 운동장,37.323981,126.85872014
삼일초등학교 운동장,37.332434221,126.85079216
안산광덕초등학교 운동장,37.333150035,126.84411068
성포중학교 운동장,37.335527176,126.85128255
금서초등학교,35.461155,127.7919478
삼장초등학교,35.335157329,127.83916196
덕산중고등학교,35.275913175,127.83388144
단성초등학교,35.297388307,127.95586018
신안초등학교,35.301901477,127.97220687
생비량초등학교,35.34650007,128.0469844
단계초등학교,35.379061926,128.01009007
광주학강초등학교 운동장,35.137957247,126.9178798
방림초등학교 운동장,35.134043781,126.9209978
봉선중학교 운동장,35.129011705,126.91214845
봉선초등학교 운동장,35.130800022,126.91216409
광주불로초등학교 운동장,35.12095131,126.91411424
동아여자중학교 운동장,35.125845688,126.92206977
광주무진중학교 운동장,35.145962104,126.89972981
광주월산초등학교 운동장,35.148055018,126.89751925
광주농성초등학교 운동장,35.148229329,126.8906975
광주백운초등학교운동장,35.138199859,126.9000729
광주서광중학교 운동장,35.136541599,126.90485897
광주삼육초등학교 운동장,35.129523204,126.89356196
장기공원,,
주월중학교 운동장,35.127869796,126.90398695
광주봉주초등학교 운동장,35.136918169,126.88973386
광주진월초등학교 운동장,35.12087006,126.89332311
광주효덕초등학교 운동장,35.113385353,126.89797074
광주송원중학교 운동장,35.113335478,126.87200389
까치공원,37.533005148,126.73772944
낙원공원,,
동산공원,,
동양공원 1,,
동양택지1공원,,
동양택지2공원,,
된밭공원,37.533038323,126.72848812
들놀이공원,37.565831757,126.75176752
모텡이공원,,
방축공원,,
병방공원,37.548138977,126.73803402
부일공원,,
살나리공원,,
샘터공원,37.567828657,126.74514144
서녘공원,,
서운공원,37.527778244,126.74049005
안골공원,,
안남공원,,
양지말공원,,
오조산공원,37.54012121,126.73853278
이촌공원,37.5362466,126.71205703
임학공원,37.548406843,126.73213053
작전공원 1,37.525675326,126.72535627
작전공원 2,37.531144737,126.73577644
금성초등학교(금계분교),36.161200515,127.479387
제원초등학교,36.113674,127.54524395
제원중학교,36.112159818,127.54051116
부리중학교,36.065952228,127.55567722
부리초등학교,36.061795561,127.55495982
용문초등학교,36.134426698,127.502419
군북초등학교,36.167577252,127.52739415
상곡초등학교,36.206397705,127.571269
남일초등학교,36.043521475,127.50291141
