무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부영7차 경로당,34.7475046,127.7030751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경남1단지 경로당,34.7528657,127.7111217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경남2단지 경로당,34.7538844,127.7103444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
심천2리 경로당,35.973579,128.513257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕산리 경로당,39.9432,128.4945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕산리널동경로당,35.929175,128.490662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영오1리 경로당,35.93006,128.485914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영오2리 경로당,35.9083,128.4839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오산리경로당,35.908076,128.483918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용산리경로당,35.904849,128.499486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연호1리경로당,35.915958,128.504674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연호2리 경로당,35.931468,128.505105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
응추리(양지)경로당,36.041747,128.605265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
응추리(음지)경로당,36.041475,128.612776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금호아파트 경로당,34.7507603,127.705441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현대산업아파트 경로당,34.7504653,127.7034539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현대산업3차 경로당,34.7491717,127.7045894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현대건설 경로당,34.747968,127.6966935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여서동주민센터,34.750518,127.70859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여서주공2차 경로당,34.7504661,127.7077148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여서주공1차 경로당,34.7523724,127.706416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동안리경로당,36.036083,128.368737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남계1리경로당,36.032023,128.367276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남계2리경로당,36.030879,128.364252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복성4리마을회관,36.039137,128.360295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복성5리경로당,36.036378,128.360649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이곡여자경로당,34.879705,127.34631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하송경로당,34.914038,127.329219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노암경로당,34.881719,127.352107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창녕경로당,34.916483,127.390726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강산경로당,34.736856,127.023169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송죽경로당,35.013281,127.209298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신정경로당,34.974059,127.262662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오룡경로당,34.950815,127.261169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이호동주민센터,33.499747,126.458144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복성6리경로당,36.043336,128.342258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복성7리경로당,36.0377,128.3592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복성8리경로당,36.042564,128.338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽전2리샛터경로당,35.988298,128.382677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기산경로당(복지회관),35.986435,128.384542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평복1리경로당,35.986821,128.367865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평복2리경로당,35.993286,128.366919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영1리경로당,35.975134,128.366935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영2리지매기경로당,35.967088,128.350699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한솔경로당,35.973763,128.35217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하리경로당,35.3137,129.2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문동 어업인 복지회관,35.3078,129.2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산수곡 마을회관,35.2864,129.2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당곡마을회관,35.2842,129.2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청광 경로당,35.2957,129.2326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원당 마을회관,35.3059,129.2482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장수 경로당,35.2663,129.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안평 여자경로당,35.2372481,129.1758911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이곡 여자경로당,35.2750071,129.1787873,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백길경로당,35.283787,129.156133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이곡 남자경로당,35.2749969,129.1787819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
칠암 여자경로당,35.2971,129.2601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안심3동 행정복지센터,35.8680456,128.7247207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강정경로당,35.982645,128.383182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관호3(외야)경로당,36.00782,128.385511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽전1리대밭경로당,35.9878,128.3797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교1(향교)경로당,36.043917,128.37712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중랑숲리가APT경로당,37.6022983,127.1049875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석길회관,35.286247,129.164735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마지회관,35.275431,129.166461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구림마을 경로당,35.272387,129.159881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중리 여자경로당,35.289613,129.167967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송정마을회관,35.304884,129.111741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고촌 남자경로당,35.241949,129.170891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나성경로당,35.1136417,126.6101862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마산경로당,35.1001767,126.6151868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원초포경로당,35.1389471,126.6048244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구미경로당,35.1824469,126.61154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상귀경로당,35.1851576,126.6102383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발미경로당,35.1766231,126.5866166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사천 경로당,37.0378764,127.9376868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초적리 마을입구 정자,36.6257172,128.365483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화지1리 노인회관,36.6369225,128.4030863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가2리 마을회관 정자,36.629914,128.3869548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송죽경로당,35.1181187,126.6295631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용수경로당,35.1545588,126.6187495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕화경로당,36.44263,127.426158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방각동 경로당,36.1299765,127.3847365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수영1리(중두문) 경로당,36.1712437,127.406956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
들말 경로당,36.446386,127.410866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상록수아파트 경로당,36.448109,127.413039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신일경로당,36.42737,127.412293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕암1통경로당,36.445462,127.42109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕암마을경로당,36.441545,127.425347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마전6리 부녀 경로당,36.1924623,127.4710822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모티 경로당,36.0168756,127.4764547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신평2리 경로당,36.2294365,127.5071472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만악2리 경로당,36.1558062,127.4427366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
낙원아파트 경로당,36.0980031,127.4958122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동편리 경로당,36.1788866,127.5247318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교촌2리 경로당,36.1532009,127.3783931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지량2리 경로당,36.2607919,127.3790342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
춘경동 경로당,36.1086305,127.3629382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지변경로당,35.188455,126.6393246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용정경로당,35.2056027,126.5930041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금석경로당,35.1761494,126.6304272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장동경로당,35.1853705,126.6262074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시목경로당,35.2056506,126.6269114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장함경로당,35.2125378,126.6317478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만석경로당,35.9738766,126.9176674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중도3리 여자 경로당,36.1010783,127.4949056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕령경로당,35.1646202,126.6427252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽림경로당,35.2184107,126.6242139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연화경로당,35.2121806,126.6066362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
