무더위쉼터,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하송6리 마을회관,37.178295,128.457812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영흥9리 마을회관,37.187432,128.475096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광교노인복지관,37.2895143,127.0570198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광교월드마크경로당,37.2925547,127.048145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대조경로당,37.615322,126.919745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e편한세상2단지경로당,37.6124115,126.9060137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강선마을2단지 경로당,37.6739178,126.7681602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강선마을8단지 경로당,37.6703379,126.7657883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강선마을19단지 경로당,37.6657289,126.760977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구산경로당,37.6158,126.9079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서부장애인종합복지관,37.605663,126.907051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e편한세상1단지경로당,37.6119085,126.9063347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쌍정경로당,34.9817291,126.8949189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평리경로당,34.9975649,126.896752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕곡경로당,35.0091623,126.8908521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신성경로당,35.0105499,126.8985149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천암경로당,35.0165518,126.9106079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕리경로당,35.0169151,126.919811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오도경로당,35.0207777,126.9271134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상죽청경로당,35.0176516,126.9401766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후리사 경로당,37.2852816,127.939715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
더?아파트 경로당,37.3206662,127.9378823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신림1리 경로당,37.2270667,128.0826454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신림2리 경로당,37.2323196,128.088386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신림3리 경로당,37.2428445,128.065434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중앙동주민센터,37.3528491,127.947407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용암3 경로당,37.2039763,128.099874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성남1리 경로당,37.2595286,128.083581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성남2리 경로당,37.2693161,128.083281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금창리 경로당,37.2438156,128.060624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구학리 경로당,37.2093041,128.0624701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용암1 경로당,37.21531,128.092863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용암1 경로당,37.2152946,128.092862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후곡8단지 경로당,37.6750457,126.7732255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
큰마을현대경로당,37.7009197,126.7651358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하송1차 아파트,37.182739,128.464004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우리가 아파트,37.176059,128.476281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고두암,37.144742,128.840634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구래3리 쉼터,37.143293,128.839592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산솔면사무소 쉼터,37.145008,128.680259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후곡4단지 경로당,37.6800447,126.7667877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후곡6단지 경로당,37.6819337,126.7624948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후곡7단지 경로당,37.680379,126.7590822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백련산힐스테이트1차아파트경로당(101동),37.591266,126.925254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대주아파트경로당,37.586833,126.92339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문곡3리 정자,37.2304,128.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마차4리 정자,37.253268,128.456635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연당3리 쉼터,37.185679,128.396382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
토교2리 쉼터,37.161389,128.32825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쌍용4리 쉼터,37.180507,128.325204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한반도농협 쌍용점,37.182104,128.320256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금호아파트경로당,37.599164,126.922183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백련산힐스테이트경로당(212동),37.5894,126.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백련산힐스테이트2차아파트경로당(201동),37.589177,126.923031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매바위경로당,37.5942,126.9198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
각동리 경로당,37.114074,128.52984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예밀리 공터(쉼터),37.130339,128.573329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마차5리 그늘막,37.2456,128.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마차1리 정자,37.254855,128.456835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만수경로당,35.1243389,127.1823211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상광노인당,35.0579815,126.988723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광덕2리남자노인당,35.0565909,126.9883585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕촌경로당,35.0549502,126.9863812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원천3리 경로당,34.9366447,126.8958258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유창3차경로당,35.0570815,126.9911559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우치리경로당,34.8791293,126.9012144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
행산경로당,34.8981151,126.8761811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가좌마을5단지경로당,37.6910705,126.720519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가좌6통 구봉경로당,37.6940515,126.708301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광교호반베르디움경로당,37.3070732,127.0439356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호수마을32단지경로당,37.2941963,127.0656723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광교센트럴타운 60단지경로당,37.2892846,127.0590369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광교마을40단지경로당,37.2950316,127.0840677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
응암제일경로당,37.599413,126.925594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문촌15단지경로당,37.6700307,126.7568037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백일송경로당,37.6841689,126.7541575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대화2통경로당,37.6700935,126.7363544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
녹전4리 마을회관,37.141867,128.681065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주문1리 정자,37.124428,128.603788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥동리 정자,37.123417,128.564896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
응동 경로당,37.020121,127.854628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
앙성면보건지소,37.107439,127.752683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
앙성면사무소,37.108986,127.750507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
반천 경로당,37.034523,127.855691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인담 경로당,37.026885,127.858752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
탑정 경로당,37.018575,127.86533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중앙하이츠빌경로당,37.6993641,126.7371221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용호리 경로당,38.063449,127.781155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황둔송계 경로당,37.2617127,128.189382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황둔2리 경로당,37.2506374,128.141025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송계2리 경로당,37.2778618,128.201542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신림면사무소,37.230582,128.079369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황둔정보화센터,37.2616621,128.189934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
법흥1리 무더위쉼터,37.327469,128.26907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대화3통경로당,37.656965,126.731434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
법곳3경로당(도촌),37.6691467,126.6987671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일산파밀리에2단지경로당,37.7017935,126.750623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""하이파크시티일산파밀리에",37.697231,126.7504754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주천5리 야외쉼터,37.266488,128.283268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신일2리 야외쉼터,37.257558,128.240795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사제1리 봉미경로당,37.3353768,127.889561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현대아파트 경로당,37.3006312,127.891171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매지청솔아파트 경로당,37.2776355,127.910418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥업1리 보촌경로당,37.2997445,127.918793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대안2리 해삼경로당,37.3006312,127.891171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창동 경로당,36.99606,127.878234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신사이랜드타운아파트경로당,37.590703,126.903944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"대우,동신(아)경로당",37.2628978,127.0766052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성(아)경로당,37.2572089,127.0807709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신성경로당,37.2545118,127.0808187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"벽산,삼익(아)경로당",37.2604124,127.0738647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"벽산,풍림(아)경로당",37.2693985,127.0837841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안심마을경로당,37.605318,126.919246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충암경로당,37.586128,126.920731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원천신미주경로당,37.2696014,127.0683137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호반마을휴먼시아20단지경로당,37.2753547,127.0672485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
래미안광교경로당,37.2913334,127.0611164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광교오드카운티(아)경로당,37.2925103,127.0591015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신천3리 경로당,37.24774,128.322052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신천2리 쉼터,37.236345,128.325766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주천2리 야외쉼터,37.269047,128.268364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신일1리 야외쉼터,37.262799,128.259234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만종1리경로당,37.366816,127.914045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광격리경로당,37.451395,127.930585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무장1리경로당,37.39993,127.892351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호저면행정복지센터,37.410849,127.925613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하남면사무소,38.057702,127.668313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신사제2경로당,37.59443,126.90864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신성수정아파트경로당,37.592659,126.906307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신사노인복지관,37.5903,126.9082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴신성아파트경로당,37.593472,126.906559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장수경로당,37.5919,126.9057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈동 경로당,37.021093,127.846625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
법현 경로당,37.00885,127.842132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두련 경로당,37.011081,127.860893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신촌 경로당,37.009476,127.867616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소일 경로당,37.000192,127.874576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
개천안보건진료소,37.031648,128.011688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장선 경로당,37.031826,127.99105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조돈 경로당,37.026702,127.965346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
탄동 경로당,37.019342,128.027138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
운교1구 경로당,37.027525,127.916297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월송1리경로당,37.3823281,127.855237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월송2리경로당,37.3886715,127.860153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신평1리경로당,37.3690871,127.894993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우물골6단지아파트경로당,37.6353,126.9242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폭포동4단지제1경로당,37.6308,126.9303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
홍익아파트경로당,37.597551,126.907913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신사종합사회복지관,37.598047,126.912179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선사유적박물관,37.026364,127.961982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사문경로당,37.55521,129.103375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초구경로당,37.574276,129.087876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만우경로당,37.5583911,129.0722293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
괴란경로당,37.5712024,129.0701743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
큰발한경로당,37.5530227,129.1001249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
심곡경로당,37.5784725,129.0848592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비단마을현대성우우방(아),37.2961833,126.9853562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조원주공뉴타운2단지(아)경로,37.3030752,127.018888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조원주공뉴타운1단지(아)경로,37.3046156,127.0157652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대안2리경로당,37.2969094,127.88524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매지2리미촌경로당,37.2598805,127.906383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매지3리회촌경로당,37.2534977,127.910398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사제1리삼성경로당,37.316048,127.885069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥업4리경동아파트,37.3021668,127.923616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사제3리요동경로당,37.3452947,127.887432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥업1리경로당,37.301345,127.922692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥업3리밤골경로당,37.2911079,127.921767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사제2리경로당,37.3225846,127.891701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매지2리한촌경로당,37.2705925,127.906511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대안3리술산경로당,37.2842621,127.878812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대안3리대수리경로당,37.2717429,127.876952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사제1리경로당,37.3275966,127.887766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매지2리매남동경로당,37.2755229,127.907438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대안1리경로당,37.3102962,127.883107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥업면행정복지센터,37.3027815,127.921041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사제4리거장아파트경로당,37.332595,127.887488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥업5리두산위브경로당,37.2911467,127.917922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신촌리경로당,37.2934839,127.971721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내동막경로당,37.2923827,127.947483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서곡4리경로당,37.2927716,127.940508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서곡3리경로당,37.3040703,127.932516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서곡2리경로당,37.2972869,127.940349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서곡1리경로당,37.3171737,127.938984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서곡10리 경로당,37.3180717,127.949543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남원주코아루미소지움아파트 경로당,37.3219559,127.940386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금대1리 경로당,37.2864594,127.996293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금대2리 경로당,37.2729063,128.011425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금대3리 경로당,37.264972,128.024666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내남송 경로당,37.3077954,127.946785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
거장아파트 경로당,37.3119634,127.927875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보담마을 주민상점,37.614143,127.074472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만종2리경로당,37.35238,127.899758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산현리경로당,37.428176,127.893708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경수경로당,35.1278385,127.1337347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노기경로당,35.1759666,127.1291271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용반경로당,35.1285853,127.1366692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맹리경로당,35.1812249,127.0927066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양지경로당,35.193846,127.171691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수리경로당,35.1396348,127.1510997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥동경로당,35.1627756,127.0825919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서유경로당,35.1734042,127.0913985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도곡3리 경로당,35.9697513,128.0132644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관덕1리 경로당,35.9633512,128.0244698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사등 경로당,35.989964,127.958508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해인 경로당,36.00662,127.92177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조룡1리 경로당,35.954935,127.9767448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화전1리(광신) 경로당,35.895756,127.9522148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
추량1리 경로당,35.9199955,127.9803449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평촌리 경로당,35.9001529,128.0173619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자선경로당,35.5827192,126.7069754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두일3리 마을회관(경로당),38.030449,126.913004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아미1리마을회관,38.037025,126.933457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아미2리마을회관,38.022503,126.961913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백석리마을회관,38.054067,126.974503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유촌리마을회관,38.046835,126.993585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신서면행정복지센터,38.182825,127.1069315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대광2리 마을회관(경로당),38.213158,127.137085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도곡2리 경로당,35.9750289,128.0253852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장탄1리 마을회관,38.023905,127.082737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백학면행정복지센터,38.0297167,126.9179558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노곡2리 마을회관(경로당),37.993284,126.930619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노곡1리 마을회관(경로당),37.996855,126.918168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두일1리 마을회관(경로당),38.040254,126.919045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두일2리 마을회관(경로당),38.032602,126.919807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상좌원경로당,36.03502,128.043746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초성3리 마을회관,38.002299,127.073487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태봉경로당,37.3817073,127.9498526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태장2동 경로당,37.3843427,127.950275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
벌금여자경로당,35.6081042,126.2887484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원당1리마을회관,37.9905418,126.8818249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원당2리마을회관,37.976404,126.882626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원당3리마을회관,37.9869459,126.8716519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자작리마을회관,37.9913384,126.8638851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과곡경로당,36.057002,128.081784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
작내경로당,36.015633,128.021125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가치래미마을회관,37.3943,127.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
거릿대경로당,37.3894486,127.9560189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
벌금경로당,35.6081173,126.2886786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용호 경로당,36.0283406,128.0040043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상거2리 경로당,36.0512586,128.0058036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방산 경로당,36.0174516,128.0323303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광명1리 경로당,36.040225,128.072586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원당3리자작리 노인복지회관,37.988651,126.867824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수안보 농협,36.847756,127.99069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
외용2리 경로당,36.997356,127.73376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내용 경로당,36.986456,127.731866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화심 경로당,37.020807,127.73133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도천부녀경로당,35.4343056,128.5191481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송진2구부녀경로당,35.408193,128.5107468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만수6동행정복지센터,37.4437123,126.7376469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초곡부녀경로당,35.5012107,128.4913927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산지회관,35.471881,128.4681695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도천면사무소,35.4351484,128.5180167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕곡1구경로당,35.4383,128.5488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도천2구경로당,35.4257237,128.5165036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕곡2구경로당,35.4430288,128.5585579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전막경로당,35.5715498,126.2624359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
식도경로당,35.6248,126.2855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산정 경로당,36.0140309,127.9962884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동점마을회관,35.4056805,128.5960284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하내마을회관,35.387252,128.5584069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
길곡면사무소,35.3870582,128.5689823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
외동노모당(회관),35.3999353,128.5368819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중리 경로당,36.0939281,128.1050898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양오 경로당,36.0920099,128.1020729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신농경로당,35.7539556,126.7526616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수월 경로당,36.995233,127.658057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
철정1리 경로당,37.8070844,127.9899941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
철정2리 경로당,37.8106857,128.0019007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
역내리 경로당,37.8395733,128.0137584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
생곡1리 경로당,37.6982663,128.2293513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상자포리 경로당,37.42008,127.538294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백운2차@ 경로당,37.3947936,127.954811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주공1단지@ 경로당,37.3857312,127.954628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영진2차@ 경로당,37.3677113,127.950167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대흥2차@ 경로당,37.3794368,127.950834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
염치송곡1리경로당,36.8081785,127.0163947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송악수곡1리경로당,36.7282209,126.9516647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공수3리 할머니 경로당,36.7737663,127.0573826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배방공수5리경로당,36.7765473,127.0592239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신니면사무소,36.995713,127.736568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중길마을회관,35.4128598,128.5675524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내동마을회관,35.3991209,128.5465021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새마을 경로당,36.0897424,128.1107706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신기 경로당,36.0992159,128.1164923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하로 경로당,36.0958939,128.1077467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화전경로당,35.5891758,126.7001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부안농협동진지점,35.7516117,126.7405922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
