무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
위례포레자이@ 경로당,37.4864371,127.1613622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
휴먼시아2단지경로당,37.00452,127.096866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e편한세상평택용이1단지 경로당,37.002128,127.144204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용이금호어울림2단지 경로당,36.998576,127.129863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금광아파트(여) 경로당,37.492,127.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가곡동 행정복지센터,35.478747,128.7645336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나릿재마을 4단지경로당,36.4911,127.2624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문산휴먼빌아파트 경로당,37.8520094,126.7868131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
파주문산역1차동문굿모닝힐아파트 경로당,37.8587778,126.7947149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하구산 경로당,37.0971,127.4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
음현2리 경로당,37.7688,127.2319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10단지 경로당,37.7083153,126.7191026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청도아파트 경로당,37.8556859,126.7866844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이곡마을6단지경로당,37.007095,127.104914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수원화성박물관,37.2829,127.0188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕풍2동 행정복지센터,32.5423,127.1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세월2리 경로당,37.4426,127.4914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도램마을 13단지 경로당,36.5171,127.2608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하가복경로당,35.5909303,128.5648026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시흥4동 어르신쉼터,37.4611121,126.913054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월평경로당,35.4612698,128.4013428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평택소사벌중흥S클래스경로당,37.008472,127.110123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
파주 푸르지오아파트 경로당,37.7478021,126.808539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세천경로당,35.3892488,128.7600433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당촌조목동 마을회관,37.1039,127.5109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성남 경로당,37.0096,127.4345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중부 경로당,37.077,127.4218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인창더샵1,37.6030108,127.1305031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
감일3통 경로당,37.5038001,127.1457115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문방경로당,35.559804,128.3653475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
식송노모당,35.7251116,127.6838544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
묵하아랫마을 경로당,35.2698076,127.9657835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가곡11통 경로당,35.4729993,128.7698899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
낙촌 경로당,37.0015823,127.0925662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상리3리 경로당,36.59522,128.595937,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내덕경로당,35.9633,126.8307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지에프아파트 경로당,37.0692,127.4212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내원경로당,35.3115511,127.7944037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신안면사무소,35.304746,127.9740554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍산읍분회 경로당,36.578079,128.573129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관이경로당,35.4306532,128.006207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(여흥동)홍문3통경로당,37.2875174,127.6358734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(여흥동)멱곡3통정광휴레나아파트경로당,37.2458186,127.6522318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계교경로당,35.4846619,128.5113491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용성리괴남(여),36,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명천22통 경로당,36.3408799,126.6025967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문호7리 경로당 (2층),37.621763,127.3528236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어반스퀘어 경로당,37.333412,126.805156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신촌경로당,35.4051726,127.8354388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청계경로당,35.3306368,127.9053372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양림간경로당,35.4663181,128.7664304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하리1리 경로당,36.571192,128.577502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
혁신중흥에스클래스경로당,35.8431,127.0555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천현동 행정복지센터,37.5193,127.2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성지골경로당,35.5948466,128.4279056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥산경로당,35.6028482,128.4341849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사지경로당,35.5633267,128.4257956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전평노모당,35.4962778,128.5472192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화봉경로당,35.4987325,128.6310977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
파내경로당,35.3898037,128.7407314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
임동면분회 경로당,36.5685104,128.919598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마라위 경로당,37.1187,127.4711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당북 경로당,37.0626,127.4442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
센트럴파밀리에,37.0104,127.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매치경로당,35.5259309,127.6260105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다산45통 경로당(한양수자인 2차),37.6205457,127.1467066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가곡4통 경로당,35.476456,128.7794533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대사경로당,35.3934716,128.7346361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
센트로빌아파트 경로당,37.520747,129.111918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초록경로당,37.51843,129.113194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
범주성지 아파트 경로당,37.5118083,129.1243044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
은편리경로당,36.207508,127.992635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사부리경로당,36.2144304,127.9746847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지봉리경로당,36.226868,128.003879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상신안리경로당,36.247705,128.016554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하신안리경로당,36.2654392,127.9964722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웅북리경로당,36.2528371,128.0265719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
추풍령1리경로당,36.212619,128.000842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학동경로당,36.221596,127.999619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽전리경로당,36.223999,128.025481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
작점리경로당,36.209429,128.045673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계룡리경로당,36.2096954,127.9542329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
추풍령면사무소,36.214521,127.998751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문곡소도동행정복지센터,37.131464,128.960343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태백시 노인복지관,37.1302115,129.004539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백금마 경로당,36.1709923,127.9403499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수동경로당,36.173452,127.924562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공수1리경로당,36.160262,127.98417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장척이촌경로당,36.209673,127.935782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용촌경로당,36.156033,127.97199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어촌경로당,36.146923,127.9778051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공수2경로당,36.161864,127.971444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내동 경로당,36.2046067,127.9309558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노천하경로당,36.1911982,127.9312428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
