무더위쉼터,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석전9리 경로당,35.997485,128.403236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼청1리 경로당,35.986615,128.432274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼청3리경로당,35.982417,128.43163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금산리 경로당,35.960845,128.398864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
낙산3리 마을회관경로당,35.943171,128.414636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
회정6통경로당,37.8272386,127.0536683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
회정범양아파트경로당,37.8283238,127.0544409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
회정2통경로당,37.8300557,127.0562076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대성연립,37.8186661,127.0472608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕계범양A할머니경로당,37.823337,127.043086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕계13통경로당,37.8204664,127.0490375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성산6리마을회관,35.915899,128.302507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성주읍사무소,35.918951,128.289277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문수1경로당,35.5265936,129.2416287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수문경로당,35.5093824,129.2648258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신덕하1경로당,35.493438,129.3055195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신덕하2경로당,35.4905428,129.305265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화창경로당,35.487212,129.3124677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송전2리경로당,35.4895798,129.3072551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화정경로당,35.4893139,129.2813197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕정유림아파트경로당,35.4875429,129.2952358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
개산경로당,35.496064,129.295187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두현경로당,35.5265695,129.2605096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영해경로당,35.5281323,129.2402397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용산1리 마을회관,35.93459,128.261029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용산2리 마을회관,35.936508,128.249199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성산2리 마을회관,35.901275,128.293113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당지경로당,35.653482,129.224062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이중경로당,35.703623,129.215866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계명경로당,35.7132041,129.1988692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남명경로당,35.715935,129.205134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대현경로당,35.617228,129.155989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성산3리 마을회관,35.90258,128.297715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용신2 경로당,35.922627,128.391247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도흥1 경로당,35.901464,128.388595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성원2 경로당,35.913638,128.319384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문방1리 경로당,35.93679,128.352383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서중경로당,35.462784,129.203263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
검단경로당,35.460463,129.183762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신암경로당,35.468926,129.172703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
반계경로당,35.449501,129.159798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중대경로당,35.447336,129.195929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대복경로당,35.488287,129.213661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웅촌면 행정복지센터,35.461515,129.208488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해동촌 경로당,35.92333,128.359803,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용신1리 경로당,35.912126,128.394276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장고 경로당,34.8291727,126.1088124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중흥 경로당,34.8083617,126.099253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기로2리경로당,36.908819,127.249842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교촌3리 마을회관,36.615255,126.7878785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교촌2리 마을회관,36.6148313,126.7826901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밀두3리 경로당,36.86936,126.880784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
걸매리 경로당,36.881124,126.886013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공세5리 경로당,36.878273,126.908255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관암1리 경로당,36.861021,126.891014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새터경로당,36.6701342,127.4719056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선광로즈웰1차아파트 경로당,36.6686552,127.5004522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성원아파트경로당,36.6698256,127.4815061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신동아아파트 경로당,36.6662344,127.4779157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신달1리경로당,36.598707,126.975615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신달2리경로당,36.588191,126.972577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입석리경로당,36.5936368,126.963335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명곡2리경로당,36.6124543,126.954643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구계1리경로당,36.5884154,126.9867325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구계2리경로당,36.5769801,126.9872163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연종리경로당,36.6040092,127.005308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세동리경로당,36.6086864,126.9920496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
추계1리경로당,36.6178113,126.9735782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
추계2리경로당,36.6208313,126.9720712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문금2리 노인회관,36.628507,127.000629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼정2차아파트 경로당,36.6711211,127.4899485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상리경로당,36.6636201,127.5122358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하대2리마을회관,36.3608049,127.1623348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하대3리마을회관,36.3515171,127.1563777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중장3리마을회관,36.3673397,127.1551461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽곡리마을회관,36.3464474,127.1168824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월곡리마을회관,36.3310822,127.126344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상성리마을회관,36.3363968,127.1298287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
향지2리마을회관,36.3534355,127.112767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양화1리마을회관,36.3364131,127.1778858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하대1리마을회관,36.362097,127.1692959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경산3리 경로당,35.918409,128.281962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경산4리 경로당,35.917485,128.280164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경산6리 마을회관,35.917211,128.285648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경산7리 마을회관,35.914379,128.286114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두동경로당,35.655168,129.201637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밤골경로당,35.640016,129.229454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양지경로당,35.655917,129.221316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중리말경로당,35.698577,129.207713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진현경로당,35.612663,129.149886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계당경로당,35.7091652,129.2037034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유서2 마을회관,35.878516,128.33498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
취곡1리 경로당,35.890542,128.34058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
취곡2리 마을회관,35.891173,128.320767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경산2리 마을회관,35.920834,128.281916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
차리경로당,35.636815,129.122498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중리경로당,35.6236329,129.1361163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성거읍복지회관,36.869326,127.200777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
선진마을 앞 도로변 공터,35.042707,128.051817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용치리회관 앞 공터,35.008605,128.086397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송암마을회관 공터,34.99286,128.142331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주문해안도로변 공터(사계절식당 앞),35.000003,128.040094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금문마을복지관 내 공터,35.005951,128.051342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
별빛경로당,37.5529,129.1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
녹등경로당,37.5578,129.1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명동경로당,37.4844,129.1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
홍도경로당,37.4875,129.0704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
누리어린이공원,35.841268,128.705822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사월어린이공원,35.837728,128.721703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매호근린공원,35.844786,128.703737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼각어린이공원,35.843275,128.707573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
능허대공원,37.4228297,126.6425969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연일공원,37.4196504,126.6917107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕보건소,36.6413996,127.4313827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
읍산두 경로당,34.7879089,126.1338776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오산 경로당,34.8439647,126.1136565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오상1 경로당,34.8539141,126.0863489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃말마을경로당,37.8476979,127.0453021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진제경로당,37.886332,127.0231418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도하1리(할머니),37.8504774,127.0124388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하패2리(낙락동),37.89452,127.0185246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하패1리,37.8882942,127.0364138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용암1리(할머니),37.8518113,127.0376459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
난곡경로당,37.8117808,126.9569001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방성1리경로당,37.800485,126.999734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백석읍주민자치센터,37.794785,126.985254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백석읍행정복지센터,37.7950305,126.9854805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서광아파트경로당,37.7940127,126.9689243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방성4리경로당,37.7880107,127.0017611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
능안경로당,37.808132,126.99855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대교경로당,37.7946525,127.0081807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동화1차경로당,37.783518,126.9830106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동화2차경로당,37.7827363,126.9833665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해유경로당,37.818546,126.9505266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연곡2리경로당,37.8193862,126.9509354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연모경로당,37.8110905,126.9597209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신촌경로당,37.8050258,127.0014498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방성3리경로당,37.794789,127.004675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도하2리,37.8474593,127.0020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도하1리,37.8526028,127.0135397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방성7리경로당,37.8030795,126.9994709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복지(여)경로당,37.785157,126.990605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복지경로당,37.7850967,126.9894777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
판교면사무소,36.1578054,126.6890953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
판교2리경로당,36.164919,126.690563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금덕2리경로당,36.1443651,126.7041351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금덕1리경로당,36.132465,126.7068505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
등고리경로당,36.1324686,126.706855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥림2리경로당,36.1345374,126.6867652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수성리 경로당,36.1555199,126.6662965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
저산리 노인회,36.162554,126.684412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기푸굴 경로당,36.1536788,126.6922142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
판교1리경로당,36.1689873,126.6988676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지산1리 경로당,37.7118039,126.5055756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지산2리 경로당,37.7207952,126.495207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신정1리(도감마을) 경로당,37.7227444,126.5002789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연리(능진) 경로당,37.7055092,126.5065857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장항읍사무소,36.0105612,126.7004918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창선1리경로당,36.0094931,126.6972347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창선2리노인회관,36.0119978,126.6983477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신창1리경로당,36.0137133,126.689711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방선경로당,36.14737,126.686254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산동경로당,36.1619226,126.6748831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
판교면복대1리노인회,36.1664637,126.6903015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신흥아파트경로당,36.0163808,126.686905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송림1리노인회,36.0239511,126.6841504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송림2리경로당,36.0231973,126.669099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥남1리노인회,36.0345978,126.6699497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥산1리경로당,36.0311204,126.6977911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장항 경로당,36.010355,126.6931007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신창2리노인회,36.0109864,126.6918958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화천정경로당,36.0163722,126.6836259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
너더리 경로당,36.166656,126.6907675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신한은행 인천중구청지점,37.4738393,126.6212968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신한은행 인천국제공항지점,37.4478595,126.4524848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상좌리 경로당,36.1435224,126.6521386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥산2리경로당,36.030726,126.6846248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성주1리경로당,36.0125743,126.7025652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성주2리경로당,36.0139706,126.7031041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성주3리경로당,36.0193208,126.7032898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성주4리경로당,36.0193208,126.7032898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
군사4리경로당,36.0759554,126.6925396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우라리경로당,36.1410025,126.6686068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문곡리 경로당,36.1390188,126.6788368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후동리경로당,36.1460123,126.6926131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
종천2리노인회,36.1131804,126.6483895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당정1리노인회,36.0996851,126.6415335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당정2리노인회,36.0949825,126.6349279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
복대2리경로당,36.1725525,126.6903887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마대1리경로당,36.1697887,126.6784979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
심동노인회,36.1683796,126.6565679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원수1리경로당,36.0193208,126.7032898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원수2리노인회관,36.0060423,126.7070264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장항원수휴먼시아노인회,36.0070652,126.7066455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원수3리경로당,36.017104,126.7137302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원수4리경로당,36.0033891,126.7237221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신현원창동 행정복지센터,37.5146378,126.6722432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진도읍분회,34.4840482,126.2658498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조금리경로당,34.4810297,126.2566178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥주골,34.4822577,126.2704706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동외LH아파트,34.480778,126.271598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백두아파트,34.4737808,126.2634477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무조리경로당,34.5850341,126.2491384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와룡경로당,35.2734209,126.7611261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월평1리 경로당,35.2902163,126.7732397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원금동경로당,35.3315996,126.7212174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맥호1리경로당,35.3055699,126.7335609,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맥호2리경로당,35.3106381,126.7219325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와곡경로당,35.2677166,126.7701328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
필암경로당,35.3092656,126.7505791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
북촌경로당,35.2809523,126.7485863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내황경로당,35.2865666,126.747219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아치실경로당,35.3190901,126.728779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황북경로당,35.3121341,126.7447379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥정2리 경로당,35.2631266,126.7534504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원황룡경로당,35.2783201,126.747222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신기경로당,35.2837012,126.7750298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교동경로당,35.2895654,126.7756095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월평경로당,35.2893788,126.7726967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장산1리경로당,35.292827,126.7658711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장산3리(물메)경로당,35.2967782,126.7495664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문남공원 정자8,37.4216739,126.6782749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현암8통 경로당(여주아이파크),37.3157,126.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
솔샘공원 정자,37.4235718,126.665242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문남공원 정자10,37.421708,126.67835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
샘말공원 정자3,37.4143883,126.6807693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하나공원 정자2,37.4190921,126.6705662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연수체육공원 정자3,37.4086191,126.6850448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마리공원 정자3,37.426047,126.6833442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학공원 정자2,37.420351,126.6970396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
승기공원 정자2,37.4197908,126.6988206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송정1리 경로당,36.137379,126.8294433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주암1리 경로당,36.2909028,126.7770467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대제경로당,35.3187371,126.768858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
회사촌경로당,35.2775586,126.7515601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉덕경로당,35.2620053,126.7413346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부흥경로당,35.2709089,126.7422691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다산경로당,35.2880178,126.7551558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥정1리경로당,35.2677995,126.7536077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대곡경로당,35.3577357,126.7506458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모암경로당,35.3741346,126.7605083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송현경로당,35.352649,126.7708693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내연경로당,35.3404592,126.766979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신촌경로당,35.315361,126.773384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상효2동경로당,33.280804,126.609775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
토평동경로당,33.271099,126.590154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
골약 고길마을회관,34.9077933,127.6355125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
칠성경로당,36.832661,127.638947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수성경로당,36.811565,127.638758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동부종합사회복지관,33.4467128,126.9133008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중흥경로당,36.833357,127.645075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진암경로당,36.823551,127.631511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가호 경로당,36.873219,127.852529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
불정면주민센터2층,36.871193,127.85407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가동 경로당,36.878626,127.844345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대촌경로당,36.809569,127.728613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도촌경로당,36.804413,127.735111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화산여자경로당,36.803925,127.729162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화평동 쉼터,37.4787938,126.632328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광명5동 경로당,37.4763362,126.8482846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광명월드메르디앙경로당,37.4769077,126.8472391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
너부대경로당,37.4764651,126.8515969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광명 제일풍경채 경로당,37.4745925,126.8466863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현진에버빌경로당,37.4756515,126.8472132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신평경로당,35.7145392,127.0027983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산림 경로당,35.161001,129.0708344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서면롯데캐슬스카이 경로회,35.1620315,129.0649479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성전 경로당,35.1647442,129.0671542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
운동경로당,35.3165325,128.5422412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕암마을회관,35.318072,128.54753,,,,,,,,,,,,,,,,,,,,,,,,,,,,
