무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼화그린경로당(남성),35.5655482,126.8501053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽장보건진료소,35.139796,126.474269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
손불농협,35.142634,126.431158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목동삼익아파트 경로당,37.5227,126.8766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오목(구립)경로당,37.5252,126.8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목동아파트7단지 경로당,37.5284,126.8677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목동대림아파트 경로당,37.5235,126.8743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉동 경로당,35.092762,126.197192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서동 경로당,35.102434,126.185931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
참도 경로당,35.106614,126.199663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대실 경로당,35.090113,126.203764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원심동 경로당,35.098625,126.191315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어의1 경로당,35.14052,126.191085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방축4리 경로당,36.1637712,127.0788501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
토양1리 경로당,36.1509949,127.1003318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
토양2리 경로당,36.1478623,127.0898813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
토양3리 경로당,36.1461525,127.0967631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산직2리 경로당,36.1682855,127.2326544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가야곡면 노인회분회,36.133913,127.1606606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
육곡1리 경로당,36.1341726,127.161684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
