무더위쉼터,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월리 마을회관,38.040166,128.37454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서면사무소,38.040763,128.35167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수리 마을회관,38.041763,128.351671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오색1리 마을회관,38.042292,128.303826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서면보건지소,38.040763,128.351671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
손양면사무소,38.032801,128.383599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
손양보건지소,38.032926,128.383659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수산보건진료소,38.043423,128.402267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내죽여성경로당,35.2081916,127.5215471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉양경로당,35.1993765,128.0721801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상봉한주타운 경로당,35.1993951,128.0721288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
못안경로당,35.2052269,128.0730395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정동마을회관경로당,35.1585382,128.1335521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대호마을회관경로당,35.154563,128.1504281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신기여성경로당,35.1915358,127.5204832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안촌경로당,35.1915364,127.5152964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉소경로당,35.1882537,127.5257675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
토지중앙경로당,35.1982556,127.5231307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구만여성경로당,35.1991233,127.5284027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
단산남성경로당,35.2011306,127.52777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
단산여성경로당,35.2011306,127.52777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목련경로당,35.2013964,128.0678683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상봉아파트 경로당,35.1987414,128.0698608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화인아파트 경로당,35.2013263,128.0685273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산기경로당,35.1547835,128.0509402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
궁평1경로당,36.623699,127.335304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연제2리경로당,36.626476,127.320883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정중2리경로당,36.605662,127.304496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현북면사무소,38.005972,128.433147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현북면 보건지소,38.005961,128.43315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어성전1리 마을회관,37.571265,128.40078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원일전리 마을회관,37.582897,128.392057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태동마을 노인시설,35.3912064,127.3673594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송동연산마을 노인시설,35.3360099,127.3175409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
손동마을 노인시설,35.3381636,127.3194812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태산마을 노인시설,35.3307316,127.3149088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신촌마을 노인시설,35.3443501,127.3082031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부동마을 노인시설,35.3540117,127.3366705,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남애2리 마을회관,37.562058,128.471974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강현면사무소,38.090281,128.363453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전진1리 마을회관,38.065944,128.375647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월곡4경로당,36.624096,127.365174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉산3리경로당,36.605014,127.308199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쌍청1경로당,36.645072,127.341204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쌍청2경로당,36.638292,127.343867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호계경로당,36.657057,127.347466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꽃재경로당,36.620294,127.438844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
휴먼시아경로당,36.6216635,127.4313506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
생촌마을 노인시설,35.359215,127.3807606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
외사촌마을 노인시설,35.3559021,127.3607102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
척동마을 노인시설,35.3746256,127.3410281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현남면사무소,37.575922,128.454242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입암리마을회관,37.553178,128.461489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장포마을 노인시설,35.3405727,127.3225318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영촌마을 노인시설,35.3408684,127.3172683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두곡마을 노인시설,35.3529603,127.3119497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동양마을 노인시설,35.3210931,127.3189876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중상마을 노인시설,35.3219042,127.3205815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송동마을 노인시설,35.353905,127.3359185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송동면사무소,35.3547781,127.336952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
생사마을 노인시설,35.3274442,127.1855623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신기마을 노인시설,35.3270158,127.2128164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가덕마을 노인시설,35.3330831,127.2085473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방산마을 노인시설,35.3206529,127.2021157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대강면행정복지센터,35.3473376,127.2277425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내수6리 경로당,36.726824,127.534903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청원농원경로당,36.6918052,127.4993291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내수읍분회경로당,36.724321,127.535556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입상2리경로당,36.728624,127.494546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대원경로당,36.6306575,127.4499175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가경동 행정복지센터,36.6288624,127.4330327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍년골경로당,36.629741,127.4332881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발산경로당,36.6245337,127.4359197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내수1리경로당,36.727986,127.534952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우산1리경로당,36.721033,127.591436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
형동2리 경로당,36.692838,127.563084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕암2리 경로당,36.691837,127.553119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
풍정1리 경로당,36.700755,127.544953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도원3리경로당,36.709985,127.540423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마산7리경로당,36.7236195,127.5342844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
은곡2리 경로당,36.704167,127.530159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
묵방2리 경로당,36.689807,127.528119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구성3리 경로당,36.690278,127.511381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구성2리 경로당,36.695317,127.514367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내수읍 행정복지센터,36.723974,127.535551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내수읍주민자치센터,36.723974,127.535551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수홍보건진료소,35.4034191,127.2532438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
묵방1리경로당,36.689435,127.521778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상북지경로당,36.078134,127.019007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내돈경로당,36.066366,127.020396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호암부녀경로당,36.068453,127.011156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죽산경로당,36.077513,127.006025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오미경로당,36.077685,126.99854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평지마을회관,35.674883,127.321649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
반용마을회관,35.711591,127.310183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상기마을회관,35.687431,127.330956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장성마을회관,35.671818,127.359963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
염북마을회관,35.675727,127.35329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
음수동마을회관,35.712939,127.354857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산주마을회관,35.7220321,127.336276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지동마을회관,35.734639,127.320997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산수동마을회관,35.746228,127.333446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하초경로당,35.846713,127.450924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상초경로당,35.84132,127.440445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈거경로당,35.888441,127.440379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학동경로당,35.894654,127.389171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조림경로당,35.871799,127.43393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마조경로당,35.891636,127.377121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정자동경로당,35.897029,127.482302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원도통마을회관,35.724009,127.322288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉좌마을회관,35.743916,127.318571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태평5리경로당,37.2049816,127.5385798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태평1리경로당,37.2024768,127.5382383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태평2리경로당,37.2047111,127.5486195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼기보건지소,36.0206721,126.9840735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석기경로당,36.014274,126.996614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방각마을회관,35.853753,127.402668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정천우체국,35.8725243,127.4277624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주민자치센터,35.873144,127.428605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원월평경로당,35.853007,127.441536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신양경로당,35.873204,127.43351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장등마을회관,35.976093,127.371779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
처사마을회관,35.933421,127.361165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중리마을회관,35.972527,127.366279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구암마을회관,35.94829,127.437806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사천경로당,35.9030817,127.0336678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼기상정마을경로당,36.0203966,126.9832179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신도마경로당,36.035902,126.985642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕포1리 경로당,37.175578,128.496284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕포2리 경로당,37.183257,128.485411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하송5리 경로당,37.185246,128.464358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하송6리 경로당,37.1782952,128.4578116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당산푸르지오 경로당,37.530226,126.906352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하림1리경로당,37.3596808,127.643268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하림2리경로당,37.3701348,127.6371513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하림3리경로당,37.3523163,127.6375661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대신면노인복지회관,37.372042,127.5852906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후포1리경로당,37.3554265,127.6050309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후포2리경로당,37.3781999,127.6257753,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당산1리경로당,37.351627,127.6039176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당산2리경로당,37.3606563,127.5915568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가산1리경로당,37.342588,127.6151941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가산2리경로당,37.3455165,127.6125726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가산3리경로당,37.353673,127.6313689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내온경로당,35.2953325,127.4268285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방한2리 경로당,36.4703059,126.7450365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장재리 할머니경로당,36.5280743,126.7817122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장재리 경로당,36.5282253,126.7815018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사점리 경로당,36.51121,126.790726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사점리 할머니경로당,36.51121,126.790726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
관산리 경로당,36.5206217,126.7991189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
록평1리 할머니경로당,36.5196025,126.7871664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하신여성경로당,35.3034296,127.4238892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영등우미@경로당,35.9587088,126.9775752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영등제일1차@경로당,35.9590033,126.9729104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제일2차1단지@경로당,35.9581422,126.9726582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신원1리 경로당,36.4796811,126.7974347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세정경로당,36.5315859,126.7801747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인경경로당,36.5240226,126.7720544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신촌경로당,36.4883988,126.785883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윗배나무골 경로당,36.4852651,126.7724923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지곡절 경로당,36.4908423,126.7817988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
