무더위쉼터명,위도,경도,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장산1리 경로당,36.1669767,126.9783914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상촌(산직2리) 경로당,36.2623316,127.0444122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용당3리 경로당,36.2357808,126.8309589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대한노인회 홍산면분회,36.2149316,126.7562877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성 경로당,36.1496929,126.8087561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대선1리경로당,36.1977096,126.7782309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와봉 경로당,36.3039051,126.9355657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송곡2리 경로당,36.2986987,126.9655756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥림1리경로당,37.7570535,126.5006585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥림2리경로당,37.7543001,126.4964889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용정1리 경로당,37.7450378,126.5057976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
월곳리경로당,37.7711228,126.5042767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
시천경로당,35.934027,128.847591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용천경로당,35.914385,128.845476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상암경로당,35.940419,128.847305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계전1리경로당,35.959436,128.806778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
와촌경로당,35.951696,128.836739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박사경로당,35.959436,128.806778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
음양경로당,35.958615,128.759966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초향경로당,35.0934281,129.018454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충무경로당,35.0998801,129.0213373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천마경로당,35.0916856,129.0199292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남일경로당,35.091262,129.0228716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초장동주민쉼터2층,35.0954735,129.0204898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대음2리 경로당,36.843285,126.861821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지천면 경로당(신리),35.9563,128.4915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공세2리 경로당,36.881286,126.913484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공세3리 경로당,36.885834,126.917559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공세4리 경로당,36.879142,126.910576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금성리 경로당,36.841727,126.872848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구덕리 양지 경로당,35.9852,128.35713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대방2구경로당,35.3094849,126.9228119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내동경로당,35.3651399,126.9576189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황금1구경로당,35.269685,126.9210631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광진경로당,35.8347759,127.1169741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광진선수촌경로당,35.8349689,127.1130645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광진장미경로당,35.831649,127.1149916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그린공원경로당,35.8329531,127.1148551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남양대명경로당,35.8369801,127.1149818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대우경로당,35.8347715,127.118253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원촌경로당,35.2780893,126.8910947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성산경로당,35.2867357,126.9177693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-편한세상경로당,35.8265462,127.122183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제일비사벌경로당,35.8395866,127.1069061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중흥경로당,35.8329593,127.1131495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인평15리 경로당,36.069,128.3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평화1동주민자치센터,35.7980829,127.1403064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평화주공3단지경로당,35.7970376,127.1397226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오목공원,37.5281279,126.8732798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소사리경로당,36.735227,127.170931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신계1리 경로당,36.779313,127.208098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신계2리경로당,36.770424,127.200863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목천읍사무소,36.785002,127.234682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도장1리경로당,36.751996,127.187739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동평2리경로당,36.77943,127.24557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성1리경로당,36.75759,127.169044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성2리경로당,36.7543,127.170244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성3·4리 부영(아)경로당,36.759453,127.177916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼성5리 부영(아)경로당,36.760952,127.177004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서1리경로당,36.786351,127.235632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평화1동주민자치센터,35.7967338,127.1421683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경복궁경로당,35.7858405,127.1277055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두산푸른솔경로당,35.7859149,127.1379365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신기경로당,35.7896925,127.1195118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동평3리경로당,36.777205,127.245749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
